,IMEI,年龄,性别,大致消费水平,终端品牌,终端型号,月银行短信通知次数,使用汽车类APP的PV数,使用理财类APP的PV数,使用股票类APP的PV数,交往圈规模,是否有跨省行为,是否有出国行为,访问购物类网站的次数,访问IT类网站的次数,访问餐饮类网站的次数,访问房产类网站的次数,访问健康类网站的次数,访问金融类网站的次数,访问旅游类网站的次数,访问体育类网站的次数,访问汽车类网站的次数,访问时事类网站的次数,访问社会类网站的次数,访问文娱类网站的次数,访问招聘类网站的次数,访问教育类网站的次数,访问其他类网站的次数,访问网游类网站的次数
115,3e2dfc04496ccab3512d14fa3ee469d9,35,男,低,宏达,HTC D816e,0,0,0,0,2,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,6111f794123e1515dc91d075b404a95f,54,女,低,小米,2014112,46,0,0,0,14,是,否,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
117,cfa543fc50000df5911d56f2aa926793,不详,男,高,苹果,A1431,518,0,0,0,122,否,否,17,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
118,13ed9c3e1f94058ac1eebd1581f06413,27,女,低,苹果,A1530,74,0,0,0,7,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0118a60a974801091cda6d58262e1b25,35,男,中,普联,TL-TR861,0,0,0,22,0,否,否,79,784.0,0.0,0.0,0.0,26.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,9.0,0.0,5.0
120,46e6a36e5d33e504ae32ebbca5377ace,36,女,低,苹果,IPHONE6(A1549),230,0,0,0,25,是,否,104,48.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
121,239ecd71c6070dc413ab32612abf3635,26,女,中,维沃,vivo X3S W,0,0,0,0,16,否,否,231,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,10.0
122,58f0cf2e91c60d7c649b4ca8b3b02a45,22,女,中,苹果,A1700,268,0,0,0,76,否,否,57,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,3728bcb4058558de8f88ed47e0508df6,52,男,中,苹果,A1429,0,0,0,0,46,否,否,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,7e5caa76f601d044050f3f6363e572ea,47,男,低,华为,HUAWEI MT7-TL10,190,0,0,0,102,是,否,5688,331.0,0.0,0.0,0.0,71.0,18.0,0.0,0.0,417.0,138.0,0.0,0.0,85.0,0.0,152.0
125,6f1e40851ae00ab2ce093e64ae9099b0,34,男,低,苹果,A1530,40,0,0,0,112,否,否,3,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
126,3f6761e6f5b7706905ffad45392679af,33,男,低,锤子,SM701,0,0,0,0,7,否,否,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,af37f67523493352911a6f404178e26e,28,男,高,苹果,A1586,22,0,0,0,24,是,否,314,499.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,28.0,0.0,1.0,0.0,1.0,0.0,21.0
128,c07e038ed761dec0b1456cb71f5fa85f,52,女,中,三星,GT-I9500,0,0,0,0,91,否,否,2181,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,63.0
129,065f32f683e41a9d151c0db5bb14d188,17,男,中,华为,E303,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,d6532f67f9ea7657a419472efa7794f5,35,男,中,苹果,A1524,54,0,0,0,79,否,是,68,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,3.0
131,b4b8c1a9b7ea4af982974422536b631f,17,男,低,中兴,AD3812,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,43057f1331238b68e655a887ad7b68d3,42,女,高,苹果,A1699,118,0,0,0,16,是,否,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,d192e5cc9f3f79e9d127c4b793fe1f4a,44,男,中,苹果,IPHONE4S(A1387),12,0,0,0,23,否,否,0,39.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,609fd9b87ae3123be955970704465081,52,女,高,金立,GiONEE GN9006,130,0,0,15,69,否,否,0,22.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,84f94059bff75d862c4bce284a724567,不详,不详,低,**,**,0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,4c75c3e993e0d33885249cfad9954ea8,35,女,中,苹果,IPADMINI(A1490),0,0,0,95,0,是,否,1170,313.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
137,761ed2c633bf18ffad75b62c7554a7d1,67,男,中,三星,SM-N900,12,0,0,0,42,否,否,17,11.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0
138,b420051af6f3e7263c2d6323ff04f587,24,男,中,苹果,A1524,10,104,0,0,44,否,否,898,260.0,0.0,0.0,0.0,3.0,0.0,3.0,48.0,2.0,5.0,35.0,0.0,5.0,0.0,0.0
139,7b5b9a2f2367952a546cc6956fdefb71,35,女,中,华为,PE-UL00,0,0,0,0,0,否,否,683,31.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,36.0
140,09b2f010c2fa31a07ccec5c141c28d6d,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,dc169c3f2f4da0284af333108ae6c5e9,34,女,高,LG,LG-D802,70,0,0,0,116,是,否,2580,10625.0,0.0,2.0,0.0,78.0,0.0,0.0,1.0,0.0,264.0,0.0,0.0,10.0,0.0,6.0
142,6a94d9c06c800e33fa49227d47e59a45,28,男,低,努比亚,NX503A,4,0,0,0,19,否,否,4216,516.0,0.0,1.0,0.0,292.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,151.0
143,5c42dfd4a3720199b4623c387bf1218f,35,男,高,华为,HUAWEI GRA-UL10,160,0,0,0,196,是,否,696,391.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,7.0,0.0,296.0,0.0,32.0,0.0,15.0
144,3287ddb56f5c8cd279826dddde6070c8,37,男,低,LG,LG-D855,0,0,0,0,2,是,否,26,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,37c56cb5b0af0d1b31bc3c0598f84c81,34,男,中,华为,H60-L12,80,0,0,0,13,是,否,273,103.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0
146,b2f204105f82b1a40f731ec02368d38c,27,女,中,苹果,A1586,88,0,0,0,20,否,否,82,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
147,42e3e94529ac9fea2646746e9be12d06,17,不详,低,华为,MU509,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,ec6365b568818b6f38db0658cfc14077,58,男,中,三星,GT-N7102,50,0,0,19,130,是,否,4916,396.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,4088.0,16.0,0.0,0.0,0.0,0.0,59.0
149,de8fbca110ceb3310107d8406015ece6,29,女,高,苹果,A1524,48,0,0,0,102,是,否,374,148.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
150,3af626b5ca440c8c57b316ef0b3098ba,52,男,低,苹果,IPHONE4S(A1387),0,0,0,0,20,否,否,0,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,260fe63deee56d07b99b726406545dfc,49,男,中,华为,HUAWEI RIO-AL00,20,0,0,0,482,否,否,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,3f4f611999c48d96c1c2e480f3bf8c8c,29,男,低,魅族,M461,4,0,0,0,16,否,否,181,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
153,81084d34179f495f47ff70155e021e6b,36,女,中,乐视,Letv X500,0,0,0,0,3,否,否,13,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,a38e41c9ad866676771be4f43fcb4a88,37,男,低,苹果,A1530,48,0,0,0,47,是,否,23,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,e61ae6c4ce8193c4d40e028fdf61d645,32,女,高,苹果,A1530,44,0,0,0,118,是,否,604,310.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,70.0,0.0,309.0
156,10cabcfce660238dd6d3f9adaa08fb45,35,男,高,苹果,A1524,32,0,0,0,40,否,否,180,515.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0
157,c0fd6aa59900d6248b2113dae44d41e6,19,男,高,金立,GiONEE M5,16,0,0,0,26,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,1dc41c629b8610cee256fa94678d059d,34,男,高,三星,SM-G5108Q,0,0,0,0,19,否,否,68,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0
159,22542123057c4f00dc90b701feb2cc14,17,不详,高,三星,GT-I9500,36,0,0,0,49,否,否,3354,1697.0,0.0,130.0,22.0,51.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,191.0,0.0,34.0
160,3e45fe94238a1086d6e55f7e37382925,31,男,中,苹果,A1700,308,0,0,0,163,否,否,90,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,9b25faf2a566a4abab947eade2951d3b,24,男,低,苹果,A1429,20,0,0,0,13,否,否,197,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,55.0
162,2c11f8bdc3ab9fb495469facebc769ad,31,男,中,三星,SM-J500F/DS,0,0,0,0,1,是,否,18,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,d5d92917d880896a0dd60c579190c23e,44,男,高,三星,SM-G9200,118,0,0,0,124,是,否,158,288.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1128.0,0.0,0.0,0.0,3.0,0.0,35.0
164,ab9fa1a1b20678a23640282d8136b381,67,男,中,苹果,IPHONE4S(A1387),4,0,0,0,28,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,326bf910c72a483dc8bd8f6a3d9b7546,21,女,中,苹果,A1524,8,0,0,0,22,是,否,1651,1490.0,0.0,0.0,0.0,1220.0,0.0,0.0,0.0,6.0,101.0,0.0,0.0,43.0,0.0,382.0
166,632d3fa050f5a9a0a37ab3da9b3ff7f2,55,男,低,小米,2013029,6,0,0,1,24,否,否,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,a17af189f92855a342d3ec2675701a6b,62,男,中,苹果,A1586,94,0,0,0,140,是,否,84,288.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,64.0
168,a7917f559dadebc20f78633f76c6df76,58,男,低,华为,Che2-UL00,0,0,0,0,2,是,否,1132,29.0,0.0,47.0,0.0,67.0,0.0,6.0,0.0,56.0,128.0,13.0,0.0,3.0,0.0,320.0
169,729e58c963a6f34ba4ecee513b7ebc60,17,男,中,苹果,IPHONE6SPLUS(A1687),0,0,0,0,29,是,是,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2bcb790dcbbcabd8995156cab25a21a5,31,男,高,苹果,A1429,84,0,0,0,34,否,否,266,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,23.0
171,5330628e196e9a29c6351ad27ec6f2ee,不详,不详,低,三星,GT-I9220,10,0,0,0,12,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,5643562a0d3e1798263c5c38a391f888,43,女,中,苹果,IPHONE4S(A1387),274,0,0,0,5,否,是,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,5fc3a05164b7594be42103cc4b94cc64,17,男,低,YUGE,CWM630,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,3edac830b1933fe6cfc877a903028b10,58,男,中,三星,SM-N900,0,0,0,0,60,是,否,136,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0
175,f02300afef2a80f1de29a529a57902c1,43,男,中,苹果,A1431,140,0,0,0,20,否,否,8,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0
176,0878d0ae0c1e6593421cfb0a7c53f966,36,男,中,苹果,A1332,24,0,0,0,25,否,否,34,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,61.0,0.0,0.0,0.0,0.0,0.0,28.0
177,ef94766b007858a2c8f3b7d36a09b787,17,男,低,ERICSSON,F5521GW,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2797f6a5cd10b94b77cf1476acb7d37e,34,男,中,欧珀,OPPO R830,4,0,0,0,16,是,否,71,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,232.0
179,e2f6c4e9f2e11c5cf24fba4fc10c2350,37,男,中,朵唯,DOOV L3,0,0,0,0,14,否,否,242,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,101.0,24.0,0.0,0.0,0.0,0.0,35.0
180,bf1699fe7e1e3026b2796e2e040d4c00,25,女,中,苹果,A1533,50,0,0,0,10,否,否,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
181,59973cff0508b6565209149154e6841e,54,男,低,苹果,A1431,0,0,0,0,7,否,否,80,918.0,0.0,2.0,0.0,202.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0
182,4c1e3dd4d804a28c81be2bb7cb613605,35,男,中,苹果,IPHONE5S(A1533),0,0,0,0,51,否,否,622,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0
183,2fdd4466f502e23c120e73584e80f075,47,男,高,三星,SM-G9006V,20,0,0,0,58,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,7f9abd55ec665e4dabca4f158d542fd5,37,不详,低,PEIKER,CIBECALLNAD6200CNWNC,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,21e2c5297045885cff419cbfbcc12fe3,24,女,低,苹果,IPHONE6(A1549),0,0,0,0,20,否,否,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
186,a5221aaadf02f9934d69dfe27f1f5df6,37,男,低,苹果,IPAD(A1567),0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,5709701199483b43eefb10e23db2c622,41,女,中,小米,2013029,64,0,0,0,21,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,4a55538461c7e5d9831c8a6effa05e91,37,不详,低,CIB,MEXIKO-NAD6200CHN,0,0,0,0,1,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,d47ffc5c5c6de5b190fc5674c1fc040c,51,男,中,华为,HUAWEI GRA-UL00,118,0,0,0,68,是,否,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,a8a4f0bd65a856e49c59593b04a5bf21,22,女,中,三星,SM-N9006,8,0,0,0,24,否,否,810,334.0,0.0,0.0,0.0,1.0,199.0,0.0,0.0,12.0,0.0,3.0,0.0,408.0,0.0,36.0
191,3d17c8bacfb9ad30a0c1248f78be49aa,46,男,中,魅族,M571,0,0,0,0,0,否,否,920,1842.0,0.0,0.0,0.0,55.0,0.0,0.0,16.0,11.0,4.0,36.0,0.0,0.0,0.0,336.0
192,d2dd931b46ae824a78d56d4acae22b49,32,女,中,普联,TL-TR861,0,0,0,0,0,否,否,903,495.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0
193,19c9ee4c8ab6b0a90408d4636fa0c33b,24,不详,中,小米,2015112,76,0,0,0,86,是,否,69,40.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,3cb6a1880f26d95e2f87315df9fdbfb4,43,男,中,三星,GT-I9158,12,0,0,0,88,否,否,0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1e257d5fa3e67d66c333cd96bf7e0591,57,男,中,酷派,Coolpad T2-W01,0,0,0,0,53,否,否,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,233839377f69163dad00583cc2075317,37,女,中,苹果,IPHONE6(A1549),90,0,0,0,104,是,否,49,99.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
197,8271ae560f68c5c47353953ee6e59be5,55,女,中,苹果,A1524,146,0,0,0,33,是,否,270,309.0,0.0,0.0,0.0,16.0,89.0,0.0,0.0,5.0,0.0,75.0,0.0,0.0,0.0,388.0
198,6c69bdd3284d2f7703112a16ca9255aa,54,女,低,苹果,IPHONE6(A1549),142,0,0,0,43,否,否,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
199,cf4cc6f552795e5f29c8a82c09000903,59,男,低,小米,2014719,20,0,0,0,29,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,33a59b33ee042822c08fe753823ab49a,55,女,高,三星,GALAXYNOTE2GT-N7100,32,0,0,14,106,是,否,484,1189.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
201,77e314166b62c7e2469345321cf673e9,65,女,低,中兴,ZTE N958St,38,0,0,0,17,否,否,239,15.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
202,07dec873745ab979e6b4393bd8e2828b,30,男,低,锤子,YQ601,0,0,0,0,8,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,b174af15cc4c27649a7a1a4c15c95358,17,不详,中,苹果,A1530,42,0,0,0,81,否,否,665,2023.0,0.0,3.0,0.0,33.0,0.0,0.0,248.0,79.0,0.0,0.0,0.0,179.0,0.0,511.0
204,6c57299cb4e5dd2f9e854a9e2fc0de6b,62,男,高,苹果,IPHONE4S(A1387),200,0,0,0,96,是,否,136,27.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,2.0
205,84fec7f17f64ed58be02d9bc062f7cbe,28,女,高,苹果,A1700,96,0,0,0,112,否,否,134,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
206,dcc03d6e586fbb00e69f621e0139d0f3,39,男,高,苹果,A1528,0,0,0,0,29,否,否,157,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
207,141adc0a595c036ff7091400c196279f,29,女,中,苹果,A1586,6,0,0,0,34,否,否,413,274.0,0.0,3.0,3.0,39.0,0.0,0.0,0.0,113.0,2.0,0.0,53.0,1.0,0.0,24.0
208,c9c1c4c36e30fcad476159457e42e04e,62,男,中,苹果,A1586,16,0,0,0,6,是,否,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,7fb069b6f6291bdade63c2dfa5a87325,38,女,低,小米,2013062,28,0,0,0,22,否,否,3,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
210,89078ca36dd4eff5c2b0a6bbc1359a40,49,男,中,苹果,A1431,34,0,0,0,36,是,否,1238,177.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,477.0,0.0,3.0,0.0,7.0,0.0,7.0
211,d36a236e76b343385fdf0f0fb3bda294,51,男,中,苹果,A1586,6,0,0,0,66,是,否,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
212,5c26f3be4901df9fb8e0c4744ae4a000,17,男,低,唯科,MU1,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,5acfbead86ae26ff48d723efd2ad18d6,17,不详,低,华为,MU509,0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2abe7dc2cb0d09a0473947f90bcf88b4,43,男,中,三星,SM-A7100,22,0,0,0,187,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,6f230d45e14a1bd82826f9926ae6edbb,20,男,低,联想,Lenovo A3600-d,0,0,0,0,1,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,ea9fb60ff6f771eb6b3986885af9a10e,38,男,中,苹果,IPHONE6SPLUS(A1687),0,0,0,0,0,是,否,0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,4f076e618565518c0bd086b4562fa46f,63,男,低,华硕,K01F,0,0,0,0,3,否,否,32,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
218,875b66a033a4dc47d830bd7abbab7836,17,男,低,SIMCOM,"SIM5350H-E,SIM5350M-E,SIM5350L-E",0,0,0,0,0,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,ea55544fed352ea4973d34dfd4072c37,37,男,中,小米,2013062,16,0,0,0,8,是,否,90,195.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0
220,bc1829330817bf39d95bd23caeeeb476,35,男,中,小米,2012061,4,0,0,0,26,否,否,133,254.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,13.0
221,44ea40fb78379d6c4f1e5d2ef3758f79,34,男,中,欧珀,OPPO R7 Plusm,0,0,0,0,50,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0b60f3e5cb900524976cea3f984aeead,61,女,低,三星,GT-I9300T,0,0,0,0,16,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2c237b161a8e24f78a1a0eaad34ce680,45,女,低,苹果,A1586,124,0,0,0,42,否,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,89b8329b56adcef39616233ae5e818c6,46,男,高,苹果,IPHONE4S(A1387),46,0,0,0,37,是,否,0,55.0,0.0,0.0,0.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,38d01b0e5a7bbced06e8eacdaad1e5a1,17,不详,低,华为,MU509,0,0,0,0,0,是,否,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,c86ee83b8bdf82ee0c2675f3f5b792ce,64,男,低,三星,GT-I9152P,66,0,0,0,12,否,是,70,89.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,6.0
227,18895ccc2416fccc67a8a23c44f869bc,27,男,低,华为,H30-U10,0,0,0,0,10,是,否,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,25af5bb103c19b4eaf55167c3a989dc9,63,女,中,三星,GT-N8000,0,0,0,0,0,是,否,710,1251.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
229,8018ff4ec2be5920683a315e93f410d1,38,女,高,苹果,A1429,88,0,0,0,42,否,否,53,1049.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,56.0
230,0d73a4046b8521150465059a1e706b8c,57,女,中,小米,2014616,20,0,0,0,21,否,否,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
