,日期,IMEI,00:00-01:00经度,00:00-01:00纬度,01:00-02:00经度,01:00-02:00纬度,02:00-03:00经度,02:00-03:00纬度,03:00-04:00经度,03:00-04:00纬度,04:00-05:00经度,04:00-05:00纬度,05:00-06:00经度,05:00-06:00纬度,06:00-07:00经度,06:00-07:00纬度,07:00-08:00经度,07:00-08:00纬度,08:00-09:00经度,08:00-09:00纬度,09:00-10:00经度,09:00-10:00纬度,10:00-11:00经度,10:00-11:00纬度,11:00-12:00经度,11:00-12:00纬度,12:00-13:00经度,12:00-13:00纬度,13:00-14:00经度,13:00-14:00纬度,14:00-15:00经度,14:00-15:00纬度,15:00-16:00经度,15:00-16:00纬度,16:00-17:00经度,16:00-17:00纬度,17:00-18:00经度,17:00-18:00纬度,18:00-19:00经度,18:00-19:00纬度,19:00-20:00经度,19:00-20:00纬度,20:00-21:00经度,20:00-21:00纬度,21:00-22:00经度,21:00-22:00纬度,22:00-23:00经度,22:00-23:00纬度,23:00-00:00经度,23:00-00:00纬度
246,20160301,64366994c99b1530b3f01d1c52a8158f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.45777,31.29573001,,,121.44203,31.28188001,,,,,,,,,,,,,,
247,20160301,99b5e6d9b84ac8256995af3b5bcfa892,,,,,,,,,,,,,,,121.48276,31.29193001,,,,,,,,,,,,,,,,,,,,,121.48561,31.29188001,,,,,,,,,,
248,20160301,ab423ed99b9198c86d42bb3e78b4ac3f,,,,,,,,,,,,,,,,,,,,,,,,,,,121.54158,31.36251,,,,,,,,,,,,,,,,,,,,
249,20160301,2637ff632f8685e0ef0c13abc785d583,,,,,,,,,,,,,,,,,,,,,,,121.503,31.16640001,,,121.50188,31.16696001,121.503,31.16640001,,,,,121.503,31.16640001,,,121.503,31.16640001,,,,,,,,
250,20160301,360d09667296ec7060dbd7d06037b650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.43936,31.18538001,,,,,121.46496,31.19942,,,,
251,20160301,084a4feb39a602207cc52f587d1ddd42,,,,,,,,,,,,,,,,,,,121.508062,31.26052456,,,,,,,,,,,121.4959931,31.26297054,,,,,,,,,,,,,,,,
252,20160301,df89177d2ef4ccdc02b53dc647d80c18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.58316,31.24625,,,,,,,,,,,,,,,,,,
253,20160301,c9b7b03e14ecab2df0dfb5e640638ed4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,20160301,cdf8a6ec60b8b9246a00da42bd493efb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,20160301,bc432fad79686af7cff404c90245cda1,,,,,,,,,,,,,,,,,,,,,121.56251,31.14076001,,,,,121.56251,31.14076001,121.56251,31.14076001,121.56251,31.14076001,,,,,,,,,,,,,,,,
256,20160301,e69aa540808c690cdc80f7d1516c7847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.60611,31.26778001
257,20160301,06962d3a66138ea24b53350df838ba4b,,,,,,,,,,,,,,,,,,,,,,,,,,,121.54203,31.27882001,,,,,,,,,,,,,,,,,,,,
258,20160301,65fd2fc1e8bcb0827f651ccf16b0f9c9,,,,,,,,,,,,,,,121.48032,31.24848001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,20160301,4aa33dd66501b52a3fd41bf0e3ed3acf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,20160301,a5102a8740298843788ba691e264321d,,,,,,,,,,,,,121.67484,31.18922001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,20160301,4513d6d9b544947fd0c1effb49bf51fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.50278,31.23650001,121.50278,31.23650001,,,,,121.50908,31.21947001,,,121.50908,31.21947001
262,20160301,a6f0a014af68dfda1df021dd0531a738,,,,,,,,,,,,,,,,,,,,,,,121.56573,31.17792001,,,121.5382817,31.22175491,121.5224854,31.23105149,,,,,,,,,121.55196,31.20257001,,,,,,,,
263,20160301,c7da5fe52dc8061ade102a86f5baa2cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.11888,31.26916,,,,,,,,,,,,,,
264,20160301,3ecfa22ab13869bc23045e1d1daf4bd2,,,,,,,,,121.50845,31.27068,,,,,,,,,,,,,121.46217,31.08660001,,,,,,,,,,,121.31104,31.28713,,,,,121.22619,31.25068001,,,,,,
265,20160301,ebaac4dac1b5a01b34d6ac559484c747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,20160301,c5524de034fc54a0f17159980b00b26f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.44968,31.12038,121.44968,31.12038,,,,,,,,,,,,,121.70775,31.17472001,,
267,20160301,690851ff73e39fc060b0f5acf4cafd9d,,,,,,,,,,,,,,,,,,,,,,,,,121.50526,31.25189001,,,,,121.464,31.28220001,,,,,,,,,,,121.464,31.28220001,,,,
268,20160301,4319e5bd80382024a50cdc9b9878006b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.49628,31.27695001,121.35949,31.17771001,,,,,,,,,,
269,20160301,9975ea08112fb76267396d4d3c4b1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,20160301,1b185fa1a971fb553cce5268f3636912,,,,,,,,,,,,,,,,,,,,,,,,,,,121.50903,31.30557001,,,,,,,,,,,,,,,,,,,,
271,20160301,af5434aff8c75241377a7aa4d38532e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.47805,31.24111001,,,,,121.4686,31.24137001,121.46417,31.22889001,,,,,,,,,,
272,20160301,40e3248d5b998474abfa28943a1432e0,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001,,,121.45936,31.20119001,,,121.45936,31.20119001,,,,,,,,,,,121.45936,31.20119001,121.45936,31.20119001,121.45936,31.20119001
273,20160301,171d4da50171b0c8d04f463e8eaf06e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,20160301,f63f9d27d6b3b0f449edf221abd2803e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,20160301,f31cc1bad27b4a09dead2d81137853d8,,,,,,,,,,,,,,,,,,,,,,,,,121.5238,31.30410001,121.52082,31.31195001,121.52082,31.31195001,,,,,,,121.5238,31.30410001,,,121.5238,31.30410001,,,,,,
276,20160301,bd4363396834330ad6c3db06cb7ee160,,,,,,,,,,,,,,,,,,,,,121.44791,31.21917001,,,,,121.5877806,31.1463889,,,121.39967,31.19303001,,,,,,,,,,,,,,,,
277,20160301,07e12095d661fa60b13affdad807e83a,,,,,,,,,,,121.55196,31.20257001,,,121.53432,31.20449001,121.53432,31.20449001,121.53432,31.20449001,121.53432,31.20449001,,,,,121.55333,31.20527001,,,,,121.53432,31.20449001,,,,,121.53432,31.20449001,121.53432,31.20449001,121.55196,31.20257001,121.55196,31.20257001,121.55196,31.20257001
278,20160301,160cc3e835634ae0633f3da91877e622,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,121.30928,31.15412001,,,121.3176689,31.14035436,,,,,,,,,,,121.472805,31.22320601,121.472805,31.22320601,121.472805,31.22320601,,,121.32472,31.16583001,121.30928,31.15412001
279,20160301,69abdb7fa745e6433e2d14bab084f94e,121.50423,31.14892001,121.50423,31.14892001,121.50423,31.14892001,121.50423,31.14892001,121.50423,31.14892001,121.50423,31.14892001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.50423,31.14892001,,,,
280,20160301,9efc52af2e9cda32694bec1fe80ff3ce,121.46196,31.23227001,121.46196,31.23227001,121.46575,31.21261001,,,,,121.47861,31.20417001,121.47861,31.20417001,121.47861,31.20417001,,,,,,,,,,,121.47861,31.20417001,121.47861,31.20417001,121.461994,31.23485101,121.461994,31.23485101,121.461994,31.23485101,,,121.47861,31.20417001,,,,,,,,
281,20160301,8f6dfde72366c39dc652f917ae2c2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.56747,31.26380001,,,121.56747,31.26380001,121.56747,31.26380001,121.56747,31.26380001,121.56747,31.26380001,,
282,20160301,5828ce4c8aca5c8c9d099c47dfd213cb,121.53868,31.30289,121.53868,31.30289,121.53868,31.30289,121.53868,31.30289,121.53868,31.30289,121.53868,31.30289,121.53868,31.30289,,,121.48451,31.20371001,,,121.5046356,31.27533896,,,,,,,,,,,121.5326,31.29138001,,,,,121.54041,31.29933,121.53868,31.30289,121.53868,31.30289,121.54041,31.29933,121.54041,31.29933
283,20160301,ad3ff66783993c5e053acc5527339cd8,,,,,,,,,,,,,,,,,121.4970328,31.24010291,121.49609,31.23765001,121.49609,31.23765001,121.49609,31.23765001,,,121.50135,31.24414001,,,121.49609,31.23765001,121.49609,31.23765001,,,121.4801328,31.23958653,,,,,,,,,,
284,20160301,96594da07c721a431d2a5f84725bc1b1,,,121.47883,31.4073,121.47883,31.4073,121.47883,31.4073,121.47883,31.4073,121.47883,31.4073,121.47883,31.4073,121.47883,31.4073,121.43184,31.22857001,121.43184,31.22857001,121.43302,31.23606001,121.43302,31.23606001,121.43184,31.22857001,121.43058,31.22626,,,,,,,,,,,,,,,,,,,,
285,20160301,de1530ce0089e18323d5ead7019d6c7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5238,31.30410001
286,20160301,d30997b5dee02657f675d35b9d58b517,121.57095,31.16987001,121.57095,31.16987001,121.57095,31.16987001,121.56765,31.1746195,121.57646,31.16632001,121.57646,31.16632001,121.57095,31.16987001,121.57646,31.16632001,121.21497,31.09715,121.57095,31.16987001,121.57095,31.16987001,121.57646,31.16632001,,,121.5618,31.15078001,,,121.57095,31.16987001,121.57095,31.16987001,121.57646,31.16632001,121.57646,31.16632001,121.57095,31.16987001,,,121.57095,31.16987001,121.57095,31.16987001,121.57095,31.16987001
287,20160301,fefa7aa56738d9265ba3da5e685bad0f,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,,,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,,,,,121.17609,31.17096,121.17609,31.17096,,,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,,,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096,121.17609,31.17096
288,20160301,623cd724661e73da2794e4d33181ab3c,121.4925,31.16000001,121.4925,31.16000001,121.4925,31.16000001,121.4925,31.16000001,121.4925,31.16000001,121.4925,31.16000001,121.4925,31.16000001,121.4925,31.16000001,121.46301,31.24598001,121.46326,31.24593001,,,,,121.46239,31.24424001,121.46326,31.24593001,121.46326,31.24593001,121.46326,31.24593001,,,121.4915029,31.18817421,,,121.49207,31.15795001,121.4925,31.16000001,121.48954,31.15956001,121.4925,31.16000001,121.4925,31.16000001
289,20160301,b3e4d3327d702235fc910230457c7624,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,,,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001,121.30955,31.13828001
290,20160301,bb8eb64d0f7ee668fb4aa7423eed500c,121.45415,31.23321001,121.44069,31.30719001,,,121.09637,31.25263,121.09637,31.25263,121.09637,31.25263,121.09637,31.25263,121.09637,31.25263,,,,,121.09637,31.25263,,,,,,,,,,,,,,,,,,,121.47039,31.33998001,121.455,31.33020001,,,,
291,20160301,56e0b1cb3414fc476f65fc48f01e0eb1,,,,,,,,,,,,,,,121.5461,31.19650001,,,121.5266,31.22448001,,,121.5266,31.22448001,,,121.5266,31.22448001,121.5266,31.22448001,121.5266,31.22448001,121.5266,31.22448001,,,121.54944,31.18493001,,,,,,,,,121.56252,31.16740001
292,20160301,74bd27ebaf7c818b13cc867e91347663,,,121.895,30.88310001,121.895,30.88310001,121.895,30.88310001,121.895,30.88310001,121.895,30.88310001,121.895,30.88310001,121.895,30.88310001,121.892,30.88570001,121.892,30.88570001,121.892,30.88570001,121.892,30.88570001,121.892,30.88570001,121.892,30.88570001,121.892,30.88570001,121.892,30.88570001,121.892,30.88570001,,,,,,,,,,,,,,
293,20160301,d7bef71fd6b7e32bf257ee7b0df5b742,,,,,,,,,,,121.43836,31.17620001,,,,,,,121.45936,31.20119001,121.45936,31.20119001,121.553715,31.28354301,,,121.553715,31.28354301,121.53388,31.26620001,121.52766,31.26290001,,,,,,,,,,,,,,,,
294,20160301,7553b9089cad431d36e93d8f300a7fca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.51657,31.26048001,,,,,,,,,,,,,,
295,20160301,5760a4878296f1acacacd22b115ecc47,121.42167,31.21278001,121.42167,31.21278001,121.47022,31.20753001,121.47022,31.20753001,121.47022,31.20753001,121.47022,31.20753001,121.47022,31.20753001,121.46853,31.20940001,121.47022,31.20753001,121.47022,31.20753001,121.47022,31.20753001,121.47022,31.20753001,121.47022,31.20753001,,,,,,,,,,,,,121.47433,31.34148001,,,,,121.47039,31.33998001,,
296,20160301,44a8ec798e1f21eda5753e19429d3b79,,,121.3247194,31.1658306,121.3247194,31.1658306,121.3247194,31.1658306,121.3247194,31.1658306,121.3247194,31.1658306,121.3247194,31.1658306,,,,,,,,,121.46498,31.32210001,121.46498,31.32210001,,,121.492,31.31214001,121.46091,31.32858001,121.455,31.33020001,121.455,31.33020001,121.46498,31.32210001,,,,,121.51981,31.32312001,121.51981,31.32312001,,
297,20160301,7a77892e46e67eb5890ce16e95a6235e,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.53313,31.22608001,121.53313,31.22608001,,,121.53313,31.22608001,,,121.53313,31.22608001,121.53313,31.22608001,121.53313,31.22608001,121.53313,31.22608001,,,121.53313,31.22608001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001,121.58404,31.04740001
298,20160301,fe39cbad018851663ef48aaaca23a16a,,,,,,,,,,,,,,,,,,,,,121.51779,31.24404001,121.46575,31.21261001,,,121.46471,31.20776001,,,,,121.53436,31.24590001,,,,,,,,,,,,,,
299,20160301,47c86cf9c9922cbaabd1f41e0799d5a5,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.50786,30.84248001,121.50786,30.84248001,121.49476,30.84857001,121.49476,30.84857001,121.50786,30.84248001,121.50786,30.84248001,121.50786,30.84248001,121.50786,30.84248001,,,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,121.49476,30.84857001,,,,
300,20160301,f590712e0ab0f476d7640752c0cfd0ce,,,,,,,,,,,,,,,,,121.52193,31.18936001,121.398317,31.16805201,,,,,121.46326,31.24593001,,,,,,,,,,,,,,,,,,,,,,
301,20160301,0b450b58047991109ea1571cd56a46fb,,,,,,,,,,,,,,,,,121.78059,31.05020001,,,121.78059,31.05020001,121.78059,31.05020001,,,,,,,121.78059,31.05020001,,,,,,,,,121.78059,31.05020001,,,,,,
302,20160301,ecc87782cd55f9b4045e9768432f26e6,121.2353,31.27543001,121.2353,31.27543001,121.2353,31.27543001,121.2353,31.27543001,121.2353,31.27543001,121.2353,31.27543001,121.2353,31.27543001,,,121.2353,31.27543001,121.2353,31.27543001,,,,,121.36018,31.28106,,,121.2353,31.27543001,121.2353,31.27543001,,,121.2353,31.27543001,,,,,,,121.2353,31.27543001,121.2353,31.27543001,121.2353,31.27543001
303,20160301,f917775069eb65fefc8f794dc9c074fa,,,,,121.50643,30.90853001,,,,,121.50643,30.90853001,121.43523,30.92740001,,,121.43523,30.92740001,,,,,121.43523,30.92740001,121.43523,30.92740001,,,,,121.43523,30.92740001,,,121.43523,30.92740001,,,,,,,121.43523,30.92740001,121.7285389,30.8832306,,
304,20160301,dac98c2dd9083ddd7ebd763ea7b3e630,,,121.5731945,31.2738889,,,,,121.5731945,31.2738889,,,,,121.5731945,31.2738889,,,,,,,,,,,,,,,,,,,121.57481,31.27863001,,,,,,,,,,,121.5731945,31.2738889
305,20160301,40ddad0245c374669606a3060d16e7ad,121.72618,31.17119,121.72618,31.17119,,,121.72618,31.17119,121.72618,31.17119,121.72618,31.17119,121.72618,31.17119,121.72618,31.17119,121.72618,31.17119,121.77195,31.1821111,121.74823,31.20362,121.74823,31.20362,121.74823,31.20362,121.73345,31.20562,121.74823,31.20362,,,121.74823,31.20362,121.7488889,31.1908306,121.74823,31.20362,121.74823,31.20362,121.73345,31.20562,,,121.72618,31.17119,121.72618,31.17119
306,20160301,18ce492705683a23c171647c36626f8f,,,,,,,,,,,,,,,,,,,121.60897,31.20811001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,20160301,78dfb030eed221f78bf00c6504bccbc2,121.201948,31.05001801,,,,,,,,,,,,,,,,,,,,,,,121.21342,31.05258001,121.21809,31.04573001,121.21342,31.05258001,,,121.201948,31.05001801,121.201948,31.05001801,121.19888,31.05194001,121.201948,31.05001801,121.201948,31.05001801,121.201948,31.05001801,121.201948,31.05001801,,
308,20160301,6c23c3d531c810497bd9a3c84be37e3f,,,,,,,,,,,,,,,,,,,,,,,,,,,121.63244,31.22558001,121.63244,31.22558001,121.63244,31.22558001,,,121.63244,31.22558001,,,,,,,,,,,,
309,20160301,69e29f9282bcbb4bf6c5c0be0cc1c31a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.48907,31.25131,,,,,,,,,,,,
310,20160301,c139995b0ec49b634e4366ac53bac6cf,121.46389,31.23722001,,,,,121.46389,31.23722001,,,,,121.46389,31.23722001,,,,,,,,,121.42985,31.23747001,121.46389,31.23722001,,,,,121.46389,31.23722001,121.46389,31.23722001,,,,,,,,,121.46389,31.23722001,,,,
311,20160301,5bb393ec924300a83db2c8c226dcf4d8,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.519001,31.22503501,121.51864,31.21361001,121.51864,31.21361001,121.51805,31.21666001,121.51805,31.21666001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001,121.51864,31.21361001
312,20160301,36397804afdb8ab773ca50c80aa2fd4b,121.52739,31.14674001,121.52739,31.14674001,121.52739,31.14674001,121.52739,31.14674001,121.52739,31.14674001,121.52739,31.14674001,121.52739,31.14674001,121.51774,31.13669001,121.51774,31.13669001,121.51774,31.13669001,,,121.51774,31.13669001,121.51774,31.13669001,121.51774,31.13669001,,,121.51774,31.13669001,121.51774,31.13669001,121.52739,31.14674001,121.49535,31.17763001,121.49535,31.17763001,121.49535,31.17763001,121.52739,31.14674001,121.52739,31.14674001,,
313,20160301,73e4427b991521a70dd48bfaefcb9d21,121.48102,31.20610001,121.48102,31.20610001,121.48102,31.20610001,121.48102,31.20610001,121.48102,31.20610001,121.48102,31.20610001,121.48102,31.20610001,121.48102,31.20610001,121.48215,31.21176001,121.48048,31.20873001,121.48048,31.20873001,121.48048,31.20873001,,,121.48102,31.20610001,121.48102,31.20610001,,,121.48451,31.20371001,,,,,121.48102,31.20610001,121.48451,31.20371001,121.48102,31.20610001,121.48102,31.20610001,121.48102,31.20610001
314,20160301,36e0cf2c96b5401d73c254ef5932468f,,,,,,,,,,,,,,,,,121.42096,31.28031001,121.46239,31.24424001,121.45959,31.24593001,,,121.45959,31.24593001,121.45959,31.24593001,,,121.45959,31.24593001,121.45959,31.24593001,,,121.2839,31.34085001,121.2612,31.33608001,,,121.2612,31.33608001,121.2612,31.33608001,121.2612,31.33608001
315,20160301,c936e48502b58f09e511d76b5ac6debd,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.41621,31.27753001,121.41894,31.27560001,121.42723,31.25086001,121.4343,31.21091001,121.44389,31.22806001,121.44972,31.22606001,121.44972,31.22606001,,,121.44913,31.23020001,121.41894,31.27560001,,,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001,121.40813,31.27258001
316,20160301,92be9e7046554ee5377a1eac91a7fe45,121.41784,31.22092001,,,,,,,,,,,,,121.442,31.30129001,121.3237,31.21864001,121.36722,31.21833001,,,121.55333,31.20527001,121.55333,31.20527001,121.50471,31.20658001,,,,,,,,,,,121.412862,31.21998801,121.39815,31.20601001,121.44948,31.23480001,,,,
317,20160301,23b19f2f727429a6cf6b2eb3d7babab8,121.47938,31.27522001,121.47938,31.27522001,121.47938,31.27522001,121.47938,31.27522001,121.47938,31.27522001,121.47938,31.27522001,121.47938,31.27522001,,,121.47415,31.29351001,,,121.47415,31.29351001,,,,,,,121.47415,31.29351001,121.47415,31.29351001,,,121.47938,31.27522001,121.47938,31.27522001,,,121.47938,31.27522001,121.47938,31.27522001,121.47938,31.27522001,121.47938,31.27522001
318,20160301,038ab311512c26fda8b1714fee197f5c,,,,,121.47583,31.21416001,,,,,121.47583,31.21416001,,,121.47583,31.21416001,,,,,,,121.44631,31.22564001,,,121.44631,31.22564001,121.44631,31.22564001,121.44631,31.22564001,,,121.44631,31.22564001,121.44631,31.22564001,121.44631,31.22564001,121.44631,31.22564001,121.44631,31.22564001,121.47583,31.21416001,,
319,20160301,13a0397a4be3fa2bb28fcaa60ac04831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,20160301,9df16492a705a2957ed611d0517c4b29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.49343,31.27121001,121.48306,31.25556001,,,121.48225,31.27603001,121.48742,31.29499001,121.51657,31.26048001,121.51657,31.26048001,,,,,121.51657,31.26048
321,20160301,ec7c8a637ab0bab92db4fa1a069870ab,,,121.46884,31.19959001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.46884,31.19959001,,,,
322,20160301,a890c537625bc1548ecc40a63ab22c72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,20160301,3e144800a0830bd6bcff4fd6fa619b9e,121.421915,31.16473801,121.421915,31.16473801,121.421915,31.16473801,121.421915,31.16473801,121.421915,31.16473801,121.421915,31.16473801,121.421915,31.16473801,121.421915,31.16473801,121.425,31.16980001,,,,,,,,,,,,,,,,,,,121.44869,31.19548001,121.4411667,31.19747223,,,121.421915,31.16473801,121.421915,31.16473801,121.421915,31.16473801
324,20160301,89f4c1c1c9997a02fc5ff3ad005a52c7,,,121.43262,31.18580001,121.43262,31.18580001,121.43262,31.18580001,121.43262,31.18580001,121.43262,31.18580001,121.4411667,31.19747223,121.448934,31.16942001,121.448934,31.16942001,,,,,121.448934,31.16942001,121.46583,31.22416001,,,121.48258,31.23900001,121.4869,31.23450001,,,,,,,121.4935,31.24266001,121.49574,31.23982001,121.44609,31.20208001,,,,
325,20160301,b1dae20a61a1b55ca0c0e5a814987629,121.60611,31.26778001,121.60128,31.31531001,121.60128,31.31531001,121.60128,31.31531001,121.60128,31.31531001,121.60556,31.31944001,,,,,,,,,,,,,,,,,,,121.60556,31.31944001,,,,,,,,,121.574428,31.30314001,,,121.65938,31.27690001,121.60611,31.26778001
326,20160301,c7acc468e22c62bf7bd17e990a908917,121.42251,31.23155001,121.48883,31.31032,,,,,,,,,,,,,,,,,,,121.44273,31.21749001,121.44273,31.21749001,,,,,,,,,,,,,,,121.42251,31.23155001,121.41503,31.22676001,121.41503,31.22676001,,
327,20160301,58176a742eee0c2fbb6f5defcb9fbe84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.42897,31.12278001,,,,,,,,,,,121.41446,31.12489001,121.41446,31.12489001,121.41446,31.12489001
328,20160301,4114725293596d1c1ce1fb8bb1b511e8,121.462751,31.29901701,121.46667,31.29861001,121.46667,31.29861001,121.462751,31.29901701,121.46667,31.29861001,121.46667,31.29861001,121.46667,31.29861001,121.46667,31.29861001,,,,,,,121.77377,31.13472001,121.77377,31.13472001,121.77377,31.13472001,121.77377,31.13472001,121.77377,31.13472001,121.77377,31.13472001,121.770344,31.13369601,,,121.46177,31.29409001,,,121.46667,31.29861001,121.46667,31.29861001,121.46667,31.29861001
329,20160301,1611e0f241a184bb97e84bd36aa1bedc,,,,,,,,,,,,,,,,,121.44278,31.31611001,,,121.44278,31.31611001,121.44278,31.31611001,,,121.44278,31.31611001,121.44278,31.31611001,121.44278,31.31611001,,,,,,,121.47104,31.29749001,,,121.47089,31.29705001,,,,
330,20160301,7e9399bba23ab31de19b7ad39513d52a,121.4511,31.28222001,121.4511,31.28222001,121.4511,31.28222001,121.4511,31.28222001,121.4511,31.28222001,121.4511,31.28222001,121.4511,31.28222001,121.4511,31.28222001,121.4511,31.28222001,,,121.4511,31.28222001,,,,,,,,,121.34887,31.15614001,121.34887,31.15614001,,,,,,,,,,,121.45264,31.27411001,121.4511,31.28222001
331,20160301,d57779fc5aeb6c64c5336bddc73fcc79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,20160301,8d27d82a16f03b569280f08b9762d9ed,,,,,,,,,,,,,,,,,,,,,121.49764,31.24276001,121.49764,31.24276001,121.49764,31.24276001,121.49764,31.24276001,121.49764,31.24276001,121.49764,31.24276001,121.49764,31.24276001,,,,,,,,,,,,,,
333,20160301,8cdd1e6ec25803085ccda1ecc846275e,,,,,,,121.26111,31.38694001,,,,,,,,,,,121.24743,31.36770001,121.22258,31.31893001,,,,,,,,,,,,,121.26111,31.38694001,121.26111,31.38694001,,,121.26111,31.38694001,121.26111,31.38694001,121.26111,31.38694001,121.26111,31.38694001
334,20160301,718a4a7e33b6f4f30a5a35cd76e4ed0f,,,,,,,,,,,,,,,121.48452,31.38438001,,,,,,,,,,,,,,,,,,,,,,,121.2325,31.48222,121.45171,31.29573001,,,,,,
335,20160301,ef17c0bc5f7cdeeb1c30df6d60137331,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.49861,31.18056001,,,,,121.44892,31.21645001,121.43262,31.18580001,121.42104,31.13470501,,,121.42157,31.11394001,121.42157,31.11394001,121.42323,31.11839001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001,121.42157,31.11394001
