,0,1,2,3,4,5,6,7,8,9,10,11
602,1507H7311936,环卫市容,跨门营业,反映该水果店铺存在跨门营业现象，影响市容和周边居民生活。据反映人称商铺主有向当地城管塞过钱，故其跨门问题不会被处理。对此表示不满。故望相关部门尽快核实处理并回复。联系电话：15875575752,5461.756321,-8336.081065,2015-7-23 10:43,2015-7-23 10:47,2015-7-23 10:47,2015-7-23 16:20,12319上报,盛苑路628号对面
603,1507H7311937,街面秩序,占道无证照经营,【无需回复】反映该处现每天全天有设摊现象，摊位较多，卖西瓜，请核实处理。信息保密。,9457.958789,3672.060642,2015-7-23 10:43,2015-7-23 10:46,2015-7-23 10:46,2015-7-28 16:33,12319上报,金桥路浦东大道
604,1507H7311938,街面秩序,占道无证照经营,反映该处门口正在设摊（卖功效茶叶）有坑蒙拐骗的行为，对此强烈不满，请处理并回复。【补充说明：诉求人表示该处有行骗行为，望管理部门持续关注】,3842.310016,-4287.883462,2015-7-23 10:43,2015-7-23 10:50,2015-7-23 10:50,2015-7-24 15:29,12319上报,临沂路279号（浦南医院）门口
605,1507H7300059,街面秩序,占道无证照经营,反映该处每天晚上20点至凌晨4点有乱设摊现象（夜排档），影响周围居民正常生活，停了两天后又有设摊，请核实处理并回复。,9958.26999,12301.28001,2015-7-22 17:07,2015-7-22 17:15,2015-7-22 17:15,2015-7-28 8:06,12319上报,清溪路100号
606,1507H7277709,环卫市容,跨门营业,反映上述地址店铺跨门营业，影响行人通行，要求立即处理，请尽快核实处理。,7856.025668,-2941.837828,2015-7-21 20:20,2015-7-21 20:25,2015-7-21 20:25,2015-7-24 15:44,12319上报,樱花路493号
607,1507H7252826,街面秩序,占道无证照经营,反映该处现有乱设摊（1个烧烤摊），油烟扰民，对此不满，请核实处理并回复。,23470.65442,582.200287,2015-7-20 21:50,2015-7-20 22:06,2015-7-20 22:06,2015-7-21 8:47,12319上报,东川公路前哨路
608,1507H7252696,环卫市容,跨门营业,反映该处每天17:00--次日凌晨有两个店铺跨门营业（店名：由由徽菜、369家常菜），占用人行道，影响市容和通行，请核实处理。（信息保密，无需回复）,5378.578462,-4501.544228,2015-7-20 20:38,2015-7-20 20:45,2015-7-20 20:45,2015-7-22 10:03,12319上报,严丰路靠近严民路
609,1507H7252697,环卫市容,跨门营业,反映该处每晚20:00---03:00有一个跨门营业（烧烤），占用人行道，油烟味扰民，请核实处理。（信息保密，无需回复）,26800.26188,-21469.05924,2015-7-20 20:38,2015-7-20 20:46,2015-7-20 20:46,2015-7-22 9:07,12319上报,广衍路靠近沪南路（8号食府）
610,1507H7243183,环卫市容,跨门营业,反映该处现在有跨门营业现象，反映至今未果，请核实处理并回复。,6066.465922,-7634.760169,2015-7-20 10:20,2015-7-20 10:23,2015-7-20 10:23,2015-7-20 15:57,12319上报,东书房路390弄北面
611,1507H7253035,街面秩序,占道无证照经营,反映该处现有乱设摊（至少4--5个摊位，卖烧烤），影响居民生活，对此不满，请核实处理。（信息保密、不需回复）,2791.615391,-10393.91723,2015-7-21 0:50,2015-7-21 1:20,2015-7-21 8:55,2015-7-22 14:48,12319上报,灵岩南路三林路
612,1507H7247410,街面秩序,占道无证照经营,【无需回复】反映该处周五到周日有6个设摊（依靠车辆设摊，车牌为鲁），影响市容通行，请尽快处理。,21915.60389,-4371.957926,2015-7-20 14:14,2015-7-20 14:15,2015-7-20 14:15,2015-7-21 16:25,12319上报,新川路靠近临园弄
613,1507H7285529,环卫市容,跨门营业,反映上述地址店铺每天19:00以后存在跨门营业卖烧烤的情况。请速核实处理并回复。,5899.860034,-7233.12996,2015-7-22 9:44,2015-7-22 9:47,2015-7-22 9:47,2015-7-22 13:33,12319上报,东书房路218号
614,1507H7245100,街面秩序,占道无证照经营,反映该处每天12:00到13:00有大量设摊现象，请处理。（信息保密，无需回复）,0,0,2015-7-20 12:02,2015-7-20 12:06,2015-7-20 12:06,2015-7-22 10:41,12319上报,【无需回复】沈横路建韵路
615,1507H7245101,街面秩序,占道无证照经营,【无需回复】反映该处每天17：00--次日凌晨02：00左右有跨门营业现象，烟雾严重影响周边环境及居民生活。而该问题反映至今已有10年，但至今未有相关部门到场彻底解决，对此反映人非常气愤，称该问题未解决的情况下，反映人的信息还被有关部门披露给被投诉者，请速核实处理并回复。（回复人：东二居委会陈主任、联系电话：68468151、18301905937）（反映人再三要求信息保密，如要反馈结果请联系东二居委会陈主任）,10067.44993,5787.470084,2015-7-20 12:02,2015-7-20 12:05,2015-7-20 12:05,2015-7-21 15:30,12319上报,东波路49弄34号（烧烤店）
616,1507H7245222,街面秩序,占道无证照经营,反映该处每天12:00~20:00有大量乱设摊（卖菜等），影响市容及居民出行，反映至今非但没有改善反而越来越严重。07月20日花木城管回复反映人称“此事非其管理范围，属塘桥管理”，对此表示不满，请处理并回复。,4616.034209,-2847.894212,2015-7-20 12:20,2015-7-20 12:26,2015-7-20 12:43,2015-7-21 15:49,12319上报,龙阳路靠近杨高南路(立交下桥洞内)
617,1507H7250977,街面秩序,占道无证照经营,反映该处每天18:00到24:00有10多个设摊，影响市容通行及周边居民生活。市民情绪失控表示有城管到场，但对此并不管理，认为城管不作为，请尽快核实处理并回复。（若地址不详可联系反映人）,0,0,2015-7-20 16:08,2015-7-20 16:11,2015-7-20 16:11,2015-7-21 16:20,12319上报,龚芦路靠近家乐福张江店
618,1507H7251234,环卫市容,跨门营业,反映该处现在有跨门营业现象，反映至今未果，请核实处理并回复。要求马上到场处理，若不处理其表示会联系媒体。,6066.465922,-7634.760169,2015-7-20 16:20,2015-7-20 16:23,2015-7-20 16:23,2015-7-21 16:45,12319上报,东书房路390弄北面
619,1507H7270969,环卫市容,暴露垃圾,【与诉求人先行联系，其表示垃圾在林恒路上】反映该处道路有大量混合垃圾堆积，严重影响环境，对此表示不满，请速核实处理并回复。（该处属闵行、浦东交汇处）,0,0,2015-7-21 15:08,2015-7-21 15:51,2015-7-22 16:10,2015-7-27 10:51,12319上报,浦星公路林恒路往东100米左右
620,1507H7293964,街面秩序,占道无证照经营,（信息保密。无需回复）反映该处现在有人设摊推销房产，在人行道上放置了很多牌子，影响通行，对此不满，请核实处理（信息保密。无需回复）,9201.429413,-8394.517289,2015-7-22 13:13,2015-7-22 13:19,2015-7-22 13:19,2015-7-27 11:57,12319上报,御桥路御山路（万科海上传奇门口）
621,1507H7246437,街面秩序,占道无证照经营,反映该处每天21:00左右有2个乱设摊（一个卖烧烤、一个夜排档），影响市容通行及周边居民生活。反映至今未得到处理解决，影响周边居民生活对此不满，请核实处理并回复。,0,0,2015-7-20 13:44,2015-7-20 13:49,2015-7-20 13:49,2015-7-22 14:49,12319上报,华丰路51弄门口
622,1507H7255807,街面秩序,占道无证照经营,反映该处每天05:00到10:00有乱设摊现象，请核实处理并回复。,2342.590015,-12272.15003,2015-7-21 8:38,2015-7-21 9:09,2015-7-21 9:09,2015-7-21 16:44,12319上报,浦星公路508号门口
623,1507H7244814,街面秩序,占道无证照经营,反映该处每天晚上20点至凌晨4点有乱设摊现象（夜排档），影响周围居民正常生活，停了两天后又有设摊，请核实处理并回复。,9958.26999,12301.28001,2015-7-20 11:26,2015-7-20 11:36,2015-7-23 10:02,2015-7-24 15:35,12319上报,清溪路100号
624,1507H7246614,街面秩序,占道无证照经营,【无需回复】反映该处现有乱设摊（3-4个摊位，水果，贴膜等）请核实处理。,0,0,2015-7-20 13:50,2015-7-20 13:52,2015-7-20 13:52,2015-7-20 14:55,12319上报,2号线唐镇地铁站1号口
625,1507H7395614,环卫市容,跨门营业,反映该处每天17:00--2:00开始跨门营业（夜排档），再次来电称处理部门只是回复已记录在案，之后并再无联系和处理，对此不满，请核实处理并回复。,2351.372191,-8631.178186,2015-7-29 14:11,2015-7-29 14:17,2015-7-29 14:17,2015-7-30 14:30,12319上报,灵岩南路海阳路
626,1507H7344121,街面秩序,占道无证照经营,反映该处每天08:00--11:00左右、16:00--18:00左右有3-4个、7-8个左右乱设摊卖小吃现象，影响市容及居民出行，请处理并回复。,15237.79118,10024.72586,2015-7-26 9:17,2015-7-26 9:21,2015-7-26 9:21,2015-7-28 13:17,12319上报,赵高公路志高路路口
627,1507H7376742,环卫市容,跨门营业,【无需回复】反映该处每天17：00--次日凌晨02：00左右有跨门营业现象，烟雾严重影响周边环境及居民生活。而该问题反映至今已有10年，但至今未有相关部门到场彻底解决，对此反映人非常气愤，称该问题未解决的情况下，反映人的信息还被有关部门披露给被投诉者，请速核实处理并回复。（回复人：东二居委会陈主任、联系电话：68468151、18301905937）（反映人再三要求信息保密，如要反馈结果请联系东二居委会陈主任）,10067.44993,5787.470084,2015-7-28 11:12,2015-7-28 11:20,2015-7-28 13:27,2015-7-31 8:29,12319上报,东波路49弄34号（烧烤店）
628,1507H7382093,街面秩序,占道无证照经营,反映该处正有大量设摊，影响市容，请处理并回复。,0,0,2015-7-28 17:29,2015-7-28 17:35,2015-7-28 17:35,2015-8-3 8:36,12319上报,东川公路近胜利路
629,1507H7364181,街面秩序,占道无证照经营,【无需回复】反映该处全天有零星设摊（每天17:30到23:00会有大量设摊），影响市容通行，请尽快处理。（信息保密，无需回复）,0,0,2015-7-27 16:29,2015-7-27 16:32,2015-7-27 16:32,2015-7-30 9:37,12319上报,松涛路靠近祖冲之路(张江地铁站5号出口)
630,1507H7254232,街面秩序,占道无证照经营,反映该处现有大量乱设摊，影响居民生活，请核实处理回复。,20343.09467,2589.404513,2015-7-21 7:50,2015-7-21 7:51,2015-7-21 7:51,2015-7-22 11:37,12319上报,龚丰路靠近永新路
631,1507H7365234,街面秩序,占道无证照经营,反映该处现有乱设摊现象（一个摊位，卖羊肉串），对此不满，请尽快核实处理并回复。,0,0,2015-7-27 19:17,2015-7-27 19:32,2015-7-27 19:32,2015-7-31 10:12,12319上报,12号线金京路站（西侧出口）
632,1507H7365254,街面秩序,占道无证照经营,（要求城管部门立刻到场！）反映有一饭店，现正将东西放在该小区内烧烤（烧烤位置：潍坊路140弄19号后面），油烟扰民，对此不满，请尽快核实处理并回复。,5068.727361,-1027.874083,2015-7-27 19:23,2015-7-27 19:34,2015-7-27 19:34,2015-7-29 8:59,12319上报,潍坊路140弄19号后面
633,1507H7365255,街面秩序,占道无证照经营,（信息保密，无需回复）（催办）反映该处每天16:00---20:30有大量设摊现象，请核实处理。,0,0,2015-7-27 19:23,2015-7-27 19:36,2015-7-27 19:36,2015-7-28 13:52,12319上报,沪南公路南芦公路以南徐庙镇
634,1507H7319019,街面秩序,占道无证照经营,反映该处每天04:00至08:30及16:00至18:00有2个摊位乱设摊现象，对此不满，请核实处理。（信息保密，不回复）,11833.46167,-21455.74585,2015-7-24 6:47,2015-7-24 6:59,2015-7-24 6:59,2015-7-24 14:08,12319上报,航圆路沪南公路
635,1507H7319058,街面秩序,占道无证照经营,反映该处每天05:30--09:00左右有大量乱设摊卖蔬菜、水果、小百货现象，影响市容及居民出行，请处理并回复。,13858.0387,-1328.138915,2015-7-24 6:53,2015-7-24 7:02,2015-7-24 7:02,2015-7-28 10:01,12319上报,广兰路龙东大道路口
636,1507H7365288,街面秩序,占道无证照经营,（信息保密不需回复）反映上述地址每天24小时有一个乱设摊卖冰淇淋（设摊车辆：苏aq9530），影响周边居民生活，请速核实处理。,0,0,2015-7-27 19:35,2015-7-27 19:37,2015-7-27 19:37,2015-7-31 14:44,12319上报,秀沿路慈桥路以北200米
637,1507H7358962,环卫市容,暴露垃圾,反映该处有大量混合垃圾堆积现象，影响市容和周边居民生活。故望相关部门尽快核实处理并回复。,8647.579076,2920.617857,2015-7-27 12:30,2015-7-27 12:38,2015-7-27 12:38,2015-7-28 16:09,12319上报,居家桥路（浦东大道--栖山路段）
638,1507H7307789,街面秩序,占道无证照经营,反映该处每天08:00-13：00有2个乱设摊现象（卖活禽），再次来电表示反映多次未得到处理，对此不满，请速核实处理并回复。,0,0,2015-7-23 9:25,2015-7-23 9:35,2015-7-23 9:35,2015-7-24 13:42,12319上报,杭湾路水闸附近
639,1507H7363837,街面秩序,占道无证照经营,反映该处正在乱设摊（30-40个摊位，品种多）请核实处理并回复.,25187.70885,-21801.59516,2015-7-27 16:12,2015-7-27 16:17,2015-7-27 16:17,2015-7-28 13:52,12319上报,大川公路迎熏路
640,1507H7382131,街面秩序,占道无证照经营,【无需回复】反映上述地址现有几十个摊位（卖菜），请尽快核实处理。（信息保密）,22816.99688,1989.617888,2015-7-28 17:35,2015-7-28 17:36,2015-7-28 17:36,2015-8-3 8:36,12319上报,东川公路胜利路
641,1507H7382132,街面秩序,占道无证照经营,【信息保密，无需回复】反映该处每天15:00~21:00有2个乱设摊（卖西瓜），影响市容及居民出行，请速核实处理。（信息保密，不需回复）,5641.18028,12955.42302,2015-7-28 17:35,2015-7-28 17:37,2015-7-28 17:37,2015-7-30 16:11,12319上报,江心沙路(三叉港)
642,1507H7317996,街面秩序,占道无证照经营,反映该处现有乱设摊现象，影响市容市貌，请核实处理。（信息保密，无需回复）,26222.69986,-21446.09001,2015-7-23 19:23,2015-7-23 21:04,2015-7-23 21:04,2015-7-24 10:34,12319上报,南园路18号门口
643,1507H7317997,环卫市容,暴露垃圾,反映该处有大量生活垃圾堆积现象，对此不满，请核实处理并回复。,10762.57738,10020.68838,2015-7-23 19:23,2015-7-23 21:03,2015-7-23 21:03,2015-7-28 10:02,12319上报,行南公路585号
644,1507H7317998,街面秩序,占道无证照经营,反映该处现有乱设摊（3个设摊，鸭脖子、炒饭），影响周边居民生活，请核实处理。（信息保密不需回复）,3934.266272,-10909.58971,2015-7-23 19:23,2015-7-23 21:00,2015-7-23 21:00,2015-7-24 10:03,12319上报,上南路靠近杨新路(苏宁电器对面)
645,1507H7363296,街面秩序,占道无证照经营,反映该处现在存在搭棚卖水果的现象，请速核实处理并回复。,9457.958789,3672.060642,2015-7-27 15:47,2015-7-27 15:52,2015-7-27 15:52,2015-7-31 15:39,12319上报,浦东大道近金桥路口
646,1507H7363833,街面秩序,占道无证照经营,【无需回复】反映该处现在有设摊现象（4-5个摊位，一般都是16:00开始），影响通行，请尽快核实处理。（信息保密）,22582.16824,1884.938432,2015-7-27 16:11,2015-7-27 16:18,2015-7-27 16:18,2015-7-29 14:09,12319上报,胜利路恒庆路
647,1507H7363835,街面秩序,占道无证照经营,【无需回复】反映人该处每天19:00--次日03:00有无证设摊现象（夜排档、烧烤等），影响市容和周边居民生活。故望相关部门尽快核实处理。（无需回复 信息保密）,9008.589029,-10684.25787,2015-7-27 16:12,2015-7-27 16:13,2015-7-27 16:13,2015-7-31 8:50,12319上报,秀沈路近沪南路2688弄
648,1507H7363836,街面秩序,占道无证照经营,【无需回复】反映该处每天20:30---24:00都在该小区内有一个烧烤摊位，24:00后就摆至马路上，对此强烈不满，请核实处理。（信息保密，无需回复）,8143.120164,1396.890112,2015-7-27 16:12,2015-7-27 16:14,2015-7-27 16:14,2015-7-29 16:58,12319上报,博山路50弄内
649,1507H7317271,街面秩序,占道无证照经营,【无需回复】反映该处每天15:00开始存在大量乱设摊（什么都卖），请处理。,15383.47767,1333.570144,2015-7-23 16:37,2015-7-23 16:40,2015-7-23 16:40,2015-7-29 12:37,12319上报,唐陆公路台桥路口
650,1507H7302975,街面秩序,占道无证照经营,【无需回复】（要求马上到场）反映该处有人设摊贩卖鞋子（还吆喝），此影响市容和周边居民生活。且设摊户隔三差五来，故其要求城管尽快到现场取缔。故望相关部门尽快核实处理。（信息保密 无需回复）,12565.42906,4810.906115,2015-7-23 8:07,2015-7-23 8:15,2015-7-23 8:15,2015-7-24 8:50,12319上报,博兴路1676弄门口
651,1507H7299185,街面秩序,占道无证照经营,。（信息保密）反映该处现在有设摊现象（4-5个摊位，一般都是16:00开始），影响通行，请尽快核实处理。,22582.16824,1884.938432,2015-7-22 15:55,2015-7-22 16:03,2015-7-22 16:03,2015-7-24 14:27,12319上报,胜利路恒庆路
652,1507H7299186,街面秩序,占道无证照经营,（信息保密，无需回复。）反映该处每天17:00开始存在大量摊位白夜排档，影响附近居民生活，请处理。（信息保密，无需回复。）,2374.387615,-7890.047017,2015-7-22 15:55,2015-7-22 16:03,2015-7-22 16:03,2015-7-23 14:18,12319上报,杨思路振兴东路靠近上南路
653,1507H7382167,街面秩序,占道无证照经营,【无需回复】反映该处16:00开始有乱设摊现象（3个），请核实处理。（信息保密不需回复）,15451.47271,-1043.450595,2015-7-28 17:41,2015-7-28 17:44,2015-7-28 17:44,2015-7-31 10:14,12319上报,龙东大道3000号(张江集电港一期后门)
654,1507H7336171,街面秩序,占道无证照经营,（信息保密，无需回复）反映该处现有乱设摊现象（10个摊位， 卖烧烤、炒面等，每天17:30开始持续至次日天亮），影响周边居民生活，对此不满，请尽快核实处理。,2374.387615,-7890.047017,2015-7-25 1:23,2015-7-25 2:00,2015-7-25 2:00,2015-7-27 17:46,12319上报,杨思路振兴东路
655,1507H7302021,街面秩序,占道无证照经营,反映该处每天早上06:00有一个卖早点的摊位，影响市容和通行，请核实处理。（信息保密，无需回复）,17351.97771,-22166.7094,2015-7-23 6:31,2015-7-23 6:34,2015-7-23 6:34,2015-7-24 9:37,12319上报,新场镇申江南路靠近航三公路（新场地铁站）
656,1507H7302079,街面秩序,占道无证照经营,反映该处有乱设摊现象，对此表示不满，请核实处理。（（信息保密，不需要回复）,11965.63508,-16015.93685,2015-7-23 6:43,2015-7-23 6:51,2015-7-23 6:51,2015-7-24 13:21,12319上报,瑞和路周园路
657,1507H7340745,环卫市容,跨门营业,（信息保密，不需回复）反映该处店面将音响等物品放在人行道上营业，音响周围居民正常生活，请核实处理。（信息保密，不需回复）,0,0,2015-7-25 15:23,2015-7-25 15:28,2015-7-25 15:28,2015-7-28 9:38,12319上报,城南路768号
658,1507H7312749,街面秩序,占道无证照经营,【信息保密，无需回复】反映该处每天11:45到13:00左右有20到30左右乱设摊卖炒面，肉夹馍，盒饭现象，影响市容及居民出行，请处理。（信息保密，不需回复）,1955.223422,-10931.23384,2015-7-23 11:43,2015-7-23 11:47,2015-7-23 11:47,2015-7-27 10:01,12319上报,建韵路沈恒路
659,1507H7359604,街面秩序,占道无证照经营,反映该处全天有设摊现象（7~8左右，卡车上设摊），扰民严重，请核实处理并回复。要求城管不要泄露其私人信息,4303.468288,309.0387507,2015-7-27 13:35,2015-7-27 13:53,2015-7-27 13:53,2015-7-28 8:55,12319上报,崂山四村内停车道上近乳山路的进出口
660,1507H7329672,街面秩序,占道无证照经营,【信息保密，无需回复】反映该处现存有中介设摊，请核实处理。信息保密,9256.647589,-8404.368073,2015-7-24 12:35,2015-7-24 12:39,2015-7-24 12:39,2015-7-29 11:55,12319上报,御桥路万科海上传奇门口
661,1507H7368371,环卫市容,暴露垃圾,反映该处现有大量混合垃圾堆积，影响周围环境，请核实处理并回复。联系电话：18509249650，联系人：张先生（要求07月23日下午清理）,0,0,2015-7-28 8:29,2015-7-28 8:52,2015-7-28 8:52,2015-7-30 9:39,12319上报,赵环路9号防汛通道
662,1507H7368767,街面秩序,占道无证照经营,此单为网上投诉，该处每天有大量设摊现象，影响通行及环境，城管队员也不予干预，请处理。,10161.5666,4441.864707,2015-7-28 8:35,2015-7-28 8:39,2015-7-28 8:39,2015-7-29 11:52,12319上报,莱阳路111弄
663,1507H7335362,环卫市容,暴露垃圾,反映该处现有一死狗尸体，要求清理，请尽快核实处理并回复。,11214.64621,2990.255329,2015-7-24 18:05,2015-7-24 18:08,2015-7-24 18:08,2015-7-27 13:58,12319上报,长岛路平度路
664,1507H7382884,环卫市容,暴露垃圾,反映上述地址路面有垃圾占道，反映人再次来电表示投诉后垃圾一直没有清理，对此表示不满，请速核实处理。,5881.200962,-7453.606665,2015-7-28 20:59,2015-7-28 21:06,2015-7-29 10:13,2015-7-31 13:21,12319上报,板泉路66号（浦三路——杨高南路）
665,1507H7383471,街面秩序,占道无证照经营,反映上述地址现有大量乱设摊现象（卡车，面包车设摊），严重影响通行，请尽快核实处理并回复。,26891.39487,-20727.63135,2015-7-29 5:53,2015-7-29 6:55,2015-7-29 6:55,2015-7-29 9:25,12319上报,向阳路234号
666,1507H7321391,街面秩序,占道无证照经营,【无需回复】反映该处现有大量乱设摊现象（40--50个摊位，卖蔬菜水果，每天06:00左右开始），影响周边居民生活，对此不满，请尽快核实处理（信息保密，无需回复）,13858.0387,-1328.138915,2015-7-24 8:41,2015-7-24 8:43,2015-7-24 8:43,2015-7-28 10:05,12319上报,广兰路近龙东大道
667,1507H7321393,街面秩序,占道无证照经营,【无需回复】反映该处每天早上06:00--09:00点有严重的设摊现象，并且使用扩音器，影响生活，请核实处理，信息保密。,13858.0387,-1328.138915,2015-7-24 8:41,2015-7-24 8:44,2015-7-24 8:44,2015-7-28 10:06,12319上报,广兰路龙东大道
668,1507H7382561,街面秩序,占道无证照经营,反映该处每天17:00~22:00有10个左右乱设摊（卖水果），影响市容及居民出行，请速核实处理。（信息保密，不需回复）,13732.65412,6355.934564,2015-7-28 19:05,2015-7-28 19:10,2015-7-28 19:10,2015-7-30 10:01,12319上报,高宝路金京路
669,1507H7336397,街面秩序,占道无证照经营,反映上述地址现有大量乱设摊现象，影响通行，请尽快核实处理并回复。,26891.39487,-20727.63135,2015-7-25 5:41,2015-7-25 5:43,2015-7-25 5:43,2015-7-27 10:53,12319上报,向阳路234号
670,1507H7331004,街面秩序,占道无证照经营,（催办）反映该处每天12:00~20:00有大量乱设摊（卖菜等），影响市容及居民出行，反映至今非但没有改善反而越来越严重，且其中有一卖菜的还称与城管是有关系的，且用假消息回复欺骗反映人，请处理并回复。,4616.034209,-2847.894212,2015-7-24 14:05,2015-7-24 14:20,2015-7-24 14:48,2015-7-29 11:00,12319上报,龙阳路靠近杨高南路(立交下桥洞内)
671,1507H7341766,街面秩序,占道无证照经营,反映该处现有乱设摊现象（10个摊位， 卖烧烤、炒面等，每天17:30开始持续至次03:00--04:00），影响周边居民生活，对此不满，请尽快核实处理（信息保密，无需回复）,2374.387615,-7890.047017,2015-7-25 21:47,2015-7-25 21:52,2015-7-25 21:52,2015-7-27 17:49,12319上报,杨思路振兴东路
672,1507H7388374,环卫市容,跨门营业,【与诉求人先行联系，其表示该处商铺门牌上写的是广兰路236号】反映该处商铺有跨门经营的现象，请核实处理并回复。,14278.40555,-3284.437157,2015-7-29 9:05,2015-7-29 9:17,2015-7-29 9:17,2015-7-31 10:43,12319上报,广兰路39弄门口（广兰路236号）
673,1507H7398508,街面秩序,占道无证照经营,（无需回复 信息保密）反映该处每天16：30---22：00有大量设摊现象，故望相关部门核实处理。,13379.61204,-22873.47807,2015-7-29 16:18,2015-7-29 16:28,2015-7-29 16:28,2015-7-30 14:29,12319上报,航头镇航都南路沪南公路
674,1507H7329350,环卫市容,跨门营业,反映该处现在有人设摊推销房产，在人行道上放置了很多牌子，影响通行，对此不满，请核实处理并回复。,9201.429413,-8394.517289,2015-7-24 12:05,2015-7-24 12:29,2015-7-24 12:29,2015-7-29 11:02,12319上报,御桥路御山路（万科海上传奇门口）
675,1507H7399520,街面秩序,占道无证照经营,反映该处现有卡车停靠乱设摊现象，影响出行，对此不满，请尽快核实处理并回复。,6595.117443,-3609.163973,2015-7-29 18:41,2015-7-29 19:27,2015-7-29 19:27,2015-8-4 9:56,12319上报,东建路1432号
676,1507H7399521,环卫市容,跨门营业,反映该处现有跨门经营，影响市容环境，反映至今未果，对此不满，请尽快核实处理并回复。,2691.859455,-10142.64942,2015-7-29 18:41,2015-7-29 19:28,2015-7-29 19:28,2015-7-30 16:13,12319上报,灵岩南路1106号(段式十三香龙虾)
677,1507H7399653,环卫市容,跨门营业,反映上述地址店铺每天18:00左右开始有跨门营业现象，对此不满，请核实处理。（信息保密）,0,0,2015-7-29 19:17,2015-7-29 19:31,2015-7-29 19:31,2015-7-31 10:11,12319上报,金高路1035号近源华路（菜市场对面南京烤鸭）
678,1507H7384611,环卫市容,跨门营业,反映该处店面每天早上占用人行道跨门营业，影响市容，请核实处理。,11075.9377,11648.84555,2015-7-29 7:59,2015-7-29 8:07,2015-7-29 8:07,2015-7-30 16:12,12319上报,夏碧路季景路（971夏碧路公交车站后门）
679,1507H7345073,街面秩序,占道无证照经营,反映该处现有大量乱设摊现象（数量多，卖鱼等），影响通行，请核实处理并回复。,0,0,2015-7-26 11:18,2015-7-26 11:35,2015-7-26 11:35,2015-7-27 9:38,12319上报,张江镇建中路235弄门口
680,1507H7382333,街面秩序,占道无证照经营,反映该处11:30-12:30、17:00-19:30有大量乱设摊（炒菜，小吃），请核实处理。信息保密,0,0,2015-7-28 18:11,2015-7-28 18:27,2015-7-28 18:27,2015-7-30 10:00,12319上报,川南奉公路拱为路
681,1507H7382355,街面秩序,占道无证照经营,反映该处每天17:00开始有乱设摊，卖蔬果类，请尽快处理并答复。,10760.68442,5613.791428,2015-7-28 18:17,2015-7-28 18:27,2015-7-28 18:27,2015-7-31 8:29,12319上报,东波路莱阳路
682,1507H7382773,街面秩序,占道无证照经营,反映该处现有大量乱设摊（有30多个摊位，摆在马路上），影响交通，反映人表示城管在边上也不管理，对此表示不满，请核实处理。,16309.30942,8630.945844,2015-7-28 20:35,2015-7-28 20:42,2015-7-28 20:42,2015-7-31 14:45,12319上报,高东镇上钦路杨元大桥
683,1507H7400094,街面秩序,占道无证照经营,反映该处每天18:30到次日凌晨03:00有8、9夜排档摊位，油烟扰民，请处理。,23213.09023,-22896.60597,2015-7-29 22:48,2015-7-29 22:52,2015-7-29 22:52,2015-7-30 14:21,12319上报,南芦公路宣黄公路
684,1507H7399311,街面秩序,占道无证照经营,（无需回复）反映该处现有乱设摊现象，请核实处理。,22816.99688,1989.617888,2015-7-29 17:41,2015-7-29 17:45,2015-7-29 17:45,2015-8-4 8:37,12319上报,东川公路近胜利路
685,1507H7400262,环卫市容,跨门营业,反映该处每天06：00有跨门营业现象，对此不满，请核实处理。,11075.9377,11648.84555,2015-7-30 1:30,2015-7-30 2:03,2015-7-30 2:03,2015-7-31 14:55,12319上报,夏碧路季景路
686,1507H7383410,街面秩序,占道无证照经营,反映该处现有大量乱设摊，已摆满整条马路，反映人表示已经来电20多次，都未妥善解决，对此不满，请核实处理并回复。,13835.00689,-10591.86683,2015-7-29 5:05,2015-7-29 5:49,2015-7-29 5:49,2015-7-31 14:57,12319上报,秀沿路3668号
687,1507H7383103,街面秩序,占道无证照经营,反映该处现有乱设摊行为（两个摊位，夜排档摊位），油烟扰民（城管车子停在路边，但没有人管理），请尽快核实处理。,4204.200608,-5981.629607,2015-7-28 23:17,2015-7-28 23:19,2015-7-28 23:19,2015-7-31 14:40,12319上报,昌里东路南码头路
688,1507H7294299,街面秩序,占道无证照经营,（催办）反映该处每天全天有人设摊收废品，影响周边环境，而该问题反映至今，相关单位未处理未联系，对此反映人表示极度不满，请核实处理并回复。,11134.24259,13491.61375,2015-7-22 13:31,2015-7-22 13:44,2015-7-22 13:44,2015-7-24 7:29,12319上报,港城路1315号(门口)
689,1507H7346901,街面秩序,占道无证照经营,反映该处每天晚上16:30到23:00有乱设摊现象，影响市容，请核实处理回复。,21318.55253,-4033.761957,2015-7-26 19:29,2015-7-26 19:34,2015-7-26 19:34,2015-7-30 9:31,12319上报,栏学路迎春街路
690,1507H7329489,街面秩序,占道无证照经营,"反映该处现正有乱设摊现象(几个摊位,卖桃子),占用公共停车位,对此不满,请核实处理并回复.",21642.60805,-12998.35669,2015-7-24 12:17,2015-7-24 12:32,2015-7-24 12:32,2015-7-28 9:57,12319上报,六灶镇六灶小学东面六小东路周祝公路路口
691,1507H7337007,环卫市容,跨门营业,反映上述地址店铺占用人行道跨门营业，影响出行，请核实处理并回复。（回复电话：13817833635）,10056.95991,188.2837746,2015-7-25 7:53,2015-7-25 7:58,2015-7-25 7:58,2015-7-27 17:47,12319上报,白桦路266弄碧云路
