airlineCode	flightCourse	seatClass	price	flightType	goStartDate	goExpirationDate	goDepartureAirport	goArrivalAirport	goFlightNoInclude	goFlightNoExclude	goFlightCycle	priceLevel	smallestAdvancingDay	biggestAdvancingDay	earliestIssueTicketDate	latestIssueTicketDate	modifyTime	param1	Createdate
MU	XIY-FOC	Z	720	0	2016/6/14	2025/12/30	XIY	FOC			"3,4,5,6,7"	YZ2MWHDL	59	88	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-FOC	Z	740	0	2016/6/14	2025/12/30	XIY	FOC			"1,2"	YZ3MWLDH	89	365	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-FOC	Z	740	0	2016/6/14	2025/12/30	XIY	FOC			"3,4,5,6,7"	YZ3MWHDH	89	365	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-FOC	Z	750	0	2016/6/14	2025/12/30	XIY	FOC			"1,2"	YZ28WLDH	27	33	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-FOC	Z	750	0	2016/6/14	2025/12/30	XIY	FOC			"3,4,5,6,7"	YZ28WHDH	27	33	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-FOC	Z	760	0	2016/6/14	2025/12/30	XIY	FOC			"3,4,5,6,7"	YZ35WHDL	34	58	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-FOC	Z	790	0	2016/6/14	2025/12/30	XIY	FOC			"3,4,5,6,7"	YZ2MWHDH	59	88	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-FOC	Z	790	0	2016/6/14	2025/12/30	XIY	FOC			"1,2"	YZ2MWLDH	59	88	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-FOC	Z	830	0	2016/6/14	2025/12/30	XIY	FOC			"1,2"	YZ35WLDH	34	58	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-FOC	Z	830	0	2016/6/14	2025/12/30	XIY	FOC			"3,4,5,6,7"	YZ35WHDH	34	58	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-GOQ	Z	1010	0	2016/6/14	2025/12/30	XIY	GOQ			"1,2"	YZ3MWLDL	89	365	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-GOQ	Z	1010	0	2016/6/14	2025/12/30	XIY	GOQ			"1,2"	YZ07WLDL	6	12	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-GOQ	Z	1080	0	2016/6/14	2025/12/30	XIY	GOQ			"1,2"	YZ14WLDL	13	19	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-GOQ	Z	1110	0	2016/6/14	2025/12/30	XIY	GOQ			"3,4,5,6,7"	YZ3MWHDL	89	365	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-GOQ	Z	1110	0	2016/6/14	2025/12/30	XIY	GOQ			"3,4,5,6,7"	YZ07WHDL	6	12	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-GOQ	Z	1190	0	2016/6/14	2025/12/30	XIY	GOQ			"3,4,5,6,7"	YZ14WHDL	13	19	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	XIY-GOQ	Z	1210	0	2016/6/14	2025/12/30	XIY	GOQ			"1,2"	YZ07WLDH	6	12	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-GOQ	Z	1210	0	2016/6/14	2025/12/30	XIY	GOQ			"1,2"	YZ3MWLDH	89	365	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-GOQ	Z	1210	0	2016/6/14	2025/12/30	XIY	GOQ			"3,4,5,6,7"	YZ07WHDH	6	12	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-GOQ	Z	1210	0	2016/6/14	2025/12/30	XIY	GOQ			"3,4,5,6,7"	YZ3MWHDH	89	365	2016/6/14	2016/6/14	12:01.1	"0831/1959,"	12:21.6
MU	XIY-GOQ	Z	1290	0	2016/6/14	2025/12/30	XIY	GOQ			"1,2"	YZ2MWLDL	59	88	2016/6/14	2016/6/14	12:01.1	"2000/2359,0000/0830,"	12:21.6
MU	KMG-TEN	Z	390	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	430	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	430	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	430	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	430	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	460	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	460	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	460	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	460	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	470	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	470	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	470	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	470	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	480	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ2MWLDL	59	88	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	480	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	480	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	530	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	530	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	530	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TEN	Z	580	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	580	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	580	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	580	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	580	0	2016/5/19	2020/12/31	KMG	TEN			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TEN	Z	580	0	2016/5/19	2020/12/31	KMG	TEN			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	550	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	550	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	550	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	600	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	600	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	610	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	610	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	610	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	660	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	710	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	710	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	720	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	720	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	780	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	860	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	930	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	930	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	950	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ2MWLDL	59	88	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	1050	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TNA	Z	1140	0	2016/5/19	2020/12/31	KMG	TNA			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TNA	Z	1140	0	2016/5/19	2020/12/31	KMG	TNA			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	510	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	520	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	520	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	520	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	550	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	570	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	570	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	570	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	570	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	600	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ07WHDL	6	12	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	620	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	650	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	650	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	860	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ2MWLDL	59	88	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	940	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	980	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	1030	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	1030	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	1080	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TSN	Z	1180	0	2016/5/19	2020/12/31	KMG	TSN			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TSN	Z	1180	0	2016/5/19	2020/12/31	KMG	TSN			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:49.5	"0831/1959,"	45:27.7
MU	KMG-TXN	Z	410	0	2016/5/19	2020/12/31	KMG	TXN			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	KMG-TXN	Z	410	0	2016/5/19	2020/12/31	KMG	TXN			"3,4,5,7"	YZ3MWHDL	89	365	2016/5/19	2016/5/19	42:49.5	"2000/2359,0000/0830,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"3,4,5,7"	YZ14WHDH	13	19	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	630	0	2016/5/19	2020/12/31	NNG	NKG			"1,2,6"	YZ14WLDH	13	19	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	670	0	2016/5/19	2020/12/31	NNG	NKG			"1,2,6"	YZ3MWLDH	89	365	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	670	0	2016/5/19	2020/12/31	NNG	NKG			"1,2,6"	YZ07WLDH	6	12	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	670	0	2016/5/19	2020/12/31	NNG	NKG			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	670	0	2016/5/19	2020/12/31	NNG	NKG			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	670	0	2016/5/19	2020/12/31	NNG	NKG			"3,4,5,7"	YZ3MWHDH	89	365	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-NKG	Z	670	0	2016/5/19	2020/12/31	NNG	NKG			"3,4,5,7"	YZ07WHDH	6	12	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	300	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ21WLDL	20	26	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	300	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ28WLDL	27	33	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	320	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ35WLDL	34	58	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	330	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ21WHDL	20	26	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	330	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ28WHDL	27	33	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	330	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ2MWLDL	59	88	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	350	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ35WHDL	34	58	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	360	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ28WLDH	27	33	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	360	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ28WHDH	27	33	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	360	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ21WLDH	20	26	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	360	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ21WHDH	20	26	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	360	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ14WLDL	13	19	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	370	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ2MWHDL	59	88	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	380	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ07WLDL	6	12	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	380	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ35WHDH	34	58	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	380	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ35WLDH	34	58	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	390	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ14WHDL	13	19	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	400	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ3MWLDL	89	365	2016/5/19	2016/5/19	42:55.4	"2000/2359,0000/0830,"	45:27.7
MU	NNG-SYX	Z	400	0	2016/5/19	2020/12/31	NNG	SYX			"3,4,5,7"	YZ2MWHDH	59	88	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
MU	NNG-SYX	Z	400	0	2016/5/19	2020/12/31	NNG	SYX			"1,2,6"	YZ2MWLDH	59	88	2016/5/19	2016/5/19	42:55.4	"0831/1959,"	45:27.7
