status	printstatus	flightPort	airlinecardno	segmentcount	segments	fare	airportfee	oilfee	flightdate	ticketnote	ticketDate	office	pnr	system	updateDate
USED/FLOWN		SZX/SZX   	ZH	1	ZH9095/SZX/SZX//W/2016-07-03///USED/FLOWN	0	50	0	2016/7/3		          	NULL		bipiao	12:08.1
USED/FLOWN		TPE/SZX   	ZH	1	ZHOPEN/TPE/SZX//H/2016-07-12///USED/FLOWN	2198	50	102	2016/7/12		2016/6/13	SZH981		bipiao	26:01.4
USED/FLOWN		TPE/SZX   	ZH	1	ZHOPEN/TPE/SZX//H/2016-07-12///USED/FLOWN	2748	50	102	2016/7/12		2016/6/13	SZH981		bipiao	25:52.8
USED/FLOWN		BKK/SZX   	ZH	1	ZH9024/BKK/SZX//T/2016-07-09///USED/FLOWN	1315	0	14	2016/7/9		2016/6/14	SZH981		bipiao	38:55.7
USED/FLOWN		SZX/SZX   	ZH	1	ZH9003/SZX/SZX//T/2016-07-21///USED/FLOWN	0	50	0	2016/7/21		          	NULL		bipiao	11:58.8
USED/FLOWN		BKK/SZX   	ZH	1	ZH9024/BKK/SZX//T/2016-07-20///USED/FLOWN	1486	90	14	2016/7/20		2016/6/16	SZH981		bipiao	50:49.2
USED/FLOWN		BKK/SZX   	ZH	1	ZH9024/BKK/SZX//T/2016-07-20///USED/FLOWN	1486	90	14	2016/7/20		2016/6/16	SZH981		bipiao	50:57.8
USED/FLOWN		BKK/SZX   	ZH	1	ZH9024/BKK/SZX//T/2016-07-20///USED/FLOWN	1486	90	14	2016/7/20		2016/6/16	SZH981		bipiao	51:36.0
REFUNDED		TPE/SZX   	ZH	1	ZH9096/TPE/SZX//V/2016-07-19///REFUNDED	1998	90	102	2016/7/19		2016/6/16	SZH981		bipiao	53:06.5
USED/FLOWN		SZX/SZX   	ZH	1	ZH9023/SZX/SZX//T/2016-06-17///USED/FLOWN	0	50	0	2016/6/17		          	NULL		bipiao	12:53.7
USED/FLOWN		BKK/SZX   	ZH	1	ZHOPEN/BKK/SZX//L/2016-06-28///USED/FLOWN	1256	90	14	2016/6/28		2016/6/16	SZH981		bipiao	53:23.5
USED/FLOWN		NRT/SZX   	ZH	1	ZH9066/NRT/SZX//L/2016-07-07///USED/FLOWN	2694	90	33	2016/7/7		2016/6/16	SZH981		bipiao	54:06.2
USED/FLOWN		TPE/SZX   	ZH	1	ZH9096/TPE/SZX//T/2016-07-13///USED/FLOWN	1848	90	102	2016/7/13		2016/6/22	SZH981		bipiao	07:27.8
USED/FLOWN		BKK/SZX   	ZH	1	ZH9024/BKK/SZX//T/2016-07-16///USED/FLOWN	1935	90	14	2016/7/16		2016/6/22	SZH981		bipiao	08:20.9
USED/FLOWN		BKK/SZX   	ZH	1	ZH9006/BKK/SZX//T/2016-07-17///USED/FLOWN	1485	90	14	2016/7/17		2016/6/22	SZH981		bipiao	48:05.7
USED/FLOWN		BKK/SZX   	ZH	1	ZH9024/BKK/SZX//T/2016-07-10///USED/FLOWN	1365	90	14	2016/7/10		2016/6/22	SZH981		bipiao	47:56.4
USED/FLOWN		BKK/SZX   	ZH	1	ZH9006/BKK/SZX//E/2016-07-23///USED/FLOWN	1786	90	14	2016/7/23		2016/6/24	SZH981		bipiao	02:53.8
USED/FLOWN		TPE/SZX   	ZH	1	ZH9096/TPE/SZX//W/2016-07-16///USED/FLOWN	2148	90	103	2016/7/16		2016/6/25	SZH981		bipiao	43:05.9
USED/FLOWN		SZX/SDQ   	ZH	1	ZH9787/SZX/SDQ//S/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/2	SZH981		bipiao	34:43.3
USED/FLOWN		SZX/SDQ   	ZH	1	ZH9787/SZX/SDQ//S/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/2	SZH981		bipiao	34:43.2
USED/FLOWN		SZX/SZX   	ZH	1	ZH9791/SZX/SZX//W/2016-07-05///USED/FLOWN	0	50	0	2016/7/5		          	NULL		bipiao	12:09.5
USED/FLOWN		SZX/PZI   	ZH	1	ZH 978Z/SZX/PZI//R/2016-07-06///USED/FLOWN	0	50	0	2016/7/6		2016/8/10			bipiao	05:09.3
REFUNDED		PVG/BKK   	HO	1	HOREFUNDED/PVG/BKK//T/2016-07-15///REFUNDED	3205	90	7	2016/7/15		2016/7/15			bipiao	44:53.3
REFUNDED		KIX/PVG   	HO	1	HOREFUNDED/KIX/PVG//W/2016-07-22///REFUNDED	1175	20	172	2016/7/22		2016/7/22			bipiao	02:16.1
REFUNDED		KIX/PVG   	HO	1	HOREFUNDED/KIX/PVG//W/2016-07-22///REFUNDED	1175	20	172	2016/7/22		2016/7/22			bipiao	02:11.0
USED/FLOWN		KWE/SHA   	HO	1	HO1208/KWE/SHA//Z/2016-05-28///USED/FLOWN	590	50	0	2016/5/28		2016/5/20	DKH888		bipiao	40:13.8
USED/FLOWN		SHA/CSX   	HO	1	HO1071/SHA/CSX//E/2016-05-21///USED/FLOWN	740	50	0	2016/5/21		2016/5/20	DKH888		bipiao	00:29.3
USED/FLOWN		XFN/PVG   	HO	1	HO1064/XFN/PVG//V/2016-05-18///USED/FLOWN	0	50	0	2016/5/18		2016/5/10			bipiao	13:17.3
USED/FLOWN		SHA/TYN   	HO	1	HO1131/SHA/TYN//W/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.6
USED/FLOWN		PVG/DLC   	HO	1	HO1161/PVG/DLC//V/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:17.3
USED/FLOWN		CKG/PVG   	HO	1	HO1250/CKG/PVG//R/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.3
USED/FLOWN		CKG/PVG   	HO	1	HO1250/CKG/PVG//R/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.7
USED/FLOWN		PEK/SHA   	HO	1	HO1252/PEK/SHA//W/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:14.4
USED/FLOWN		PEK/SHA   	HO	1	HO1252/PEK/SHA//W/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	07:02.5
EXCHANGED		SHA/SZX   	HO	1	HOOPEN/SHA/SZX//V/2016-05-10///EXCHANGED	0	50	0	2016/5/10		2016/5/10			bipiao	13:14.4
USED/FLOWN		SHA/XIY   	HO	1	HO1215/SHA/XIY//K/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.6
USED/FLOWN		CGQ/PVG   	HO	1	HO1186/CGQ/PVG//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:18.6
USED/FLOWN		PVG/XNN   	HO	1	HO1069/PVG/XNN//W/2016-05-15///USED/FLOWN	0	50	0	2016/5/15		2016/5/10			bipiao	13:18.6
VOID		CTU/SHA   	HO	1	HOVOID/CTU/SHA//V/2016-05-10///VOID	0	50	0	2016/5/10		2016/5/10			bipiao	13:17.4
USED/FLOWN		CTU/SHA   	HO	1	HO1120/CTU/SHA//W/2016-05-17///USED/FLOWN	0	50	0	2016/5/17		2016/5/10			bipiao	13:18.6
USED/FLOWN		SZX/SHA   	HO	1	HO1152/SZX/SHA//V/2016-05-15///USED/FLOWN	0	50	0	2016/5/15		2016/5/10			bipiao	13:18.1
USED/FLOWN		PVG/HRB   	HO	1	HO1012/PVG/HRB//W/2016-05-20///USED/FLOWN	0	50	0	2016/5/20		2016/5/10			bipiao	13:18.6
USED/FLOWN		PVG/HRB   	HO	1	HO1012/PVG/HRB//W/2016-05-20///USED/FLOWN	0	50	0	2016/5/20		2016/5/10			bipiao	13:14.7
USED/FLOWN		CTU/SHA   	HO	1	HO1270/CTU/SHA//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:18.9
USED/FLOWN		SHE/PVG   	HO	1	HO1184/SHE/PVG//K/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:18.1
USED/FLOWN		SHA/SZX   	HO	1	HO1151/SHA/SZX//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:18.1
USED/FLOWN		SHA/SZX   	HO	1	HO1151/SHA/SZX//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:17.5
USED/FLOWN		SHA/SZX   	HO	1	HO1151/SHA/SZX//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:17.6
USED/FLOWN		SHA/CTU   	HO	1	HO1269/SHA/CTU//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:18.6
USED/FLOWN		SHA/CTU   	HO	1	HO1269/SHA/CTU//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:14.4
USED/FLOWN		CKG/PVG   	HO	1	HO1246/CKG/PVG//V/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:17.6
USED/FLOWN		NNG/SHA   	HO	1	HO1172/NNG/SHA//R/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/10			bipiao	13:18.7
USED/FLOWN		CKG/PVG   	HO	1	HO1250/CKG/PVG//R/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.8
USED/FLOWN		NNG/SHA   	HO	1	HO1172/NNG/SHA//R/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:18.7
USED/FLOWN		PVG/HZG   	HO	1	HO1021/PVG/HZG//V/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/10			bipiao	13:19.0
USED/FLOWN		PVG/HZG   	HO	1	HO1021/PVG/HZG//V/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/10			bipiao	13:18.7
USED/FLOWN		SHA/XIY   	HO	1	HO1215/SHA/XIY//W/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.8
USED/FLOWN		SHA/TYN   	HO	1	HO1131/SHA/TYN//V/2016-05-16///USED/FLOWN	0	50	0	2016/5/16		2016/5/10			bipiao	13:19.0
USED/FLOWN		SHA/TYN   	HO	1	HO1131/SHA/TYN//V/2016-05-16///USED/FLOWN	0	50	0	2016/5/16		2016/5/10			bipiao	13:18.6
USED/FLOWN		SHA/TYN   	HO	1	HO1131/SHA/TYN//V/2016-05-16///USED/FLOWN	0	50	0	2016/5/16		2016/5/10			bipiao	13:17.4
USED/FLOWN		PVG/DLC   	HO	1	HO1165/PVG/DLC//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:19.0
USED/FLOWN		SHA/CAN   	HO	1	HO1287/SHA/CAN//Z/2016-06-06///USED/FLOWN	470	50	0	2016/6/6		2016/6/5			bipiao	15:08.7
USED/FLOWN		URC/PVG   	HO	1	HO1258/URC/PVG//P/2016-06-05///USED/FLOWN	980	50	0	2016/6/5		2016/6/5			bipiao	28:26.3
USED/FLOWN		INC/PVG   	HO	1	HO1278/INC/PVG//X/2016-06-06///USED/FLOWN	500	50	0	2016/6/6		2016/6/5			bipiao	13:58.2
USED/FLOWN		INC/PVG   	HO	1	HO1278/INC/PVG//X/2016-06-06///USED/FLOWN	500	50	0	2016/6/6		2016/6/5			bipiao	13:58.2
USED/FLOWN		INC/PVG   	HO	1	HO1278/INC/PVG//X/2016-06-06///USED/FLOWN	500	50	0	2016/6/6		2016/6/5			bipiao	13:58.1
USED/FLOWN		INC/PVG   	HO	1	HO1278/INC/PVG//X/2016-06-06///USED/FLOWN	500	50	0	2016/6/6		2016/6/5			bipiao	13:58.2
USED/FLOWN		INC/PVG   	HO	1	HO1278/INC/PVG//X/2016-06-06///USED/FLOWN	500	50	0	2016/6/6		2016/6/5			bipiao	13:58.2
USED/FLOWN		SHE/PVG   	HO	1	HO1286/SHE/PVG//P/2016-06-06///USED/FLOWN	420	50	0	2016/6/6		2016/6/5			bipiao	14:24.7
USED/FLOWN		SHE/PVG   	HO	1	HO1286/SHE/PVG//P/2016-06-06///USED/FLOWN	420	50	0	2016/6/6		2016/6/5			bipiao	14:24.8
USED/FLOWN		DLC/PVG   	HO	1	HO1166/DLC/PVG//Z/2016-06-05///USED/FLOWN	400	50	0	2016/6/5		2016/6/5	SZV122		bipiao	21:10.9
USED/FLOWN		SZX/SHA   	HO	1	HO1202/SZX/SHA//Y/2016-06-05///USED/FLOWN	1400	50	0	2016/6/5		2016/6/5	CAN824		bipiao	16:06.4
USED/FLOWN		NKG/DLC   	HO	1	HO1657/NKG/DLC//R/2016-06-05///USED/FLOWN	450	50	0	2016/6/5		2016/6/5	SZV122		bipiao	20:09.0
USED/FLOWN		HRB/PVG   	HO	1	HO1168/HRB/PVG//Q/2016-06-05///USED/FLOWN	720	50	0	2016/6/5		2016/6/5	SZV122		bipiao	20:15.9
USED/FLOWN		SHA/SZX   	HO	1	HO1151/SHA/SZX//W/2016-06-06///USED/FLOWN	0	50	0	2016/6/6		2016/6/5	CSX239		bipiao	15:12.2
USED/FLOWN		SZX/SHA   	HO	1	HO1958/SZX/SHA//V/2016-06-07///USED/FLOWN	840	50	0	2016/6/7		2016/6/5	SZV122		bipiao	17:40.3
USED/FLOWN		SHA/SZX   	HO	1	HO1111/SHA/SZX//E/2016-06-07///USED/FLOWN	980	50	0	2016/6/7		2016/6/6	SHA674		bipiao	17:04.4
USED/FLOWN		SHA/XMN   	HO	1	HO1191/SHA/XMN//M/2016-06-06///USED/FLOWN	770	50	0	2016/6/6		2016/6/6	SHA674		bipiao	13:52.7
USED/FLOWN		SHA/PEK   	HO	1	HO1089/SHA/PEK//W/2016-06-07///USED/FLOWN	620	50	0	2016/6/7		2016/6/6	SHA674		bipiao	16:46.6
USED/FLOWN		SHA/PEK   	HO	1	HO1251/SHA/PEK//Z/2016-06-06///USED/FLOWN	430	50	0	2016/6/6		2016/6/6			bipiao	14:52.6
USED/FLOWN		SHA/XMN   	HO	1	HO1191/SHA/XMN//M/2016-06-06///USED/FLOWN	770	50	0	2016/6/6		2016/6/6	SHA674		bipiao	13:52.7
USED/FLOWN		SHA/CTU   	HO	1	HO1269/SHA/CTU//W/2016-06-07///USED/FLOWN	880	50	0	2016/6/7		2016/6/6	SHA674		bipiao	16:39.1
USED/FLOWN		SHA/PEK   	HO	1	HO1251/SHA/PEK//Z/2016-06-06///USED/FLOWN	430	50	0	2016/6/6		2016/6/6			bipiao	14:53.0
USED/FLOWN		SHA/KWE   	HO	1	HO1209/SHA/KWE//W/2016-06-07///USED/FLOWN	850	50	0	2016/6/7		2016/6/6	SHA674		bipiao	21:58.9
USED/FLOWN		SHA/KWE   	HO	1	HO1209/SHA/KWE//W/2016-06-07///USED/FLOWN	850	50	0	2016/6/7		2016/6/6	SHA674		bipiao	21:59.0
USED/FLOWN		SHA/KMG   	HO	1	HO1093/SHA/KMG//Z/2016-06-07///USED/FLOWN	820	50	0	2016/6/7		2016/6/6			bipiao	18:58.2
USED/FLOWN		WNZ/SHA   	HO	1	HO1102/WNZ/SHA//I/2016-06-07///USED/FLOWN	0	50	0	2016/6/7		2016/6/6	SZV122		bipiao	17:35.1
USED/FLOWN		LJG/NKG   	HO	1	HO1662/LJG/NKG//P/2016-06-07///USED/FLOWN	750	50	0	2016/6/7		2016/6/7			bipiao	23:48.9
USED/FLOWN		PVG/BAV   	HO	1	HO1057/PVG/BAV//E/2016-06-07///USED/FLOWN	1160	50	0	2016/6/7		2016/6/7	PEK088		bipiao	16:37.3
USED/FLOWN		XIY/SHA   	HO	1	HO1236/XIY/SHA//P/2016-06-07///USED/FLOWN	420	50	0	2016/6/7		2016/6/6			bipiao	17:02.1
USED/FLOWN		XIY/SHA   	HO	1	HO1236/XIY/SHA//P/2016-06-07///USED/FLOWN	420	50	0	2016/6/7		2016/6/6			bipiao	17:02.2
USED/FLOWN		XIY/NKG   	HO	1	HO1686/XIY/NKG//P/2016-06-06///USED/FLOWN	350	50	0	2016/6/6		2016/6/6			bipiao	15:10.5
USED/FLOWN		PVG/INC   	HO	1	HO1336/PVG/INC//Z/2016-06-07///USED/FLOWN	690	50	0	2016/6/7		2016/6/6			bipiao	29:35.4
REFUNDED		XIY/NKG   	HO	1	HOREFUNDED/XIY/NKG//X/2016-06-15///REFUNDED	240	50	0	2016/6/15		2016/6/14	KMG522		bipiao	15:31.5
REFUNDED		XIY/NKG   	HO	1	HOREFUNDED/XIY/NKG//X/2016-06-15///REFUNDED	240	50	0	2016/6/15		2016/6/14	KMG522		bipiao	16:12.1
USED/FLOWN		HRB/PVG   	HO	1	HO1262/HRB/PVG//R/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:18.7
USED/FLOWN		HRB/PVG   	HO	1	HO1262/HRB/PVG//R/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.4
USED/FLOWN		SHA/BFJ   	HO	1	HO1095/SHA/BFJ//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:17.8
USED/FLOWN		HAK/PVG   	HO	1	HO1272/HAK/PVG//W/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:13.6
USED/FLOWN		SHA/CTU   	HO	1	HO1119/SHA/CTU//T/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:18.7
USED/FLOWN		HUZ/HGH   	HO	1	HO1016/HUZ/HGH//V/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/10			bipiao	13:17.7
USED/FLOWN		HAK/PVG   	HO	1	HO1272/HAK/PVG//W/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/10			bipiao	13:18.7
USED/FLOWN		SHA/ZUH   	HO	1	HO1157/SHA/ZUH//V/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:14.3
USED/FLOWN		SHA/ZUH   	HO	1	HO1157/SHA/ZUH//V/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:17.8
USED/FLOWN		CTU/SHA   	HO	1	HO1120/CTU/SHA//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:18.6
USED/FLOWN		CTU/SHA   	HO	1	HO1120/CTU/SHA//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/10			bipiao	13:17.3
EXCHANGED		SHE/PVG   	HO	1	HOOPEN/SHE/PVG//K/2016-05-10///EXCHANGED	0	50	0	2016/5/10		2016/5/10			bipiao	13:17.8
USED/FLOWN		CTU/SHA   	HO	1	HO1270/CTU/SHA//K/2016-05-15///USED/FLOWN	0	50	0	2016/5/15		2016/5/11			bipiao	13:17.6
USED/FLOWN		SZX/SHA   	HO	1	HO1202/SZX/SHA//Y/2016-05-11///USED/FLOWN	0	50	0	2016/5/11		2016/5/11			bipiao	13:17.9
USED/FLOWN		CGQ/PVG   	HO	1	HO1284/CGQ/PVG//W/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/11			bipiao	13:17.8
USED/FLOWN		SHA/SZX   	HO	1	HO1201/SHA/SZX//M/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.7
USED/FLOWN		PVG/HRB   	HO	1	HO1167/PVG/HRB//R/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.3
USED/FLOWN		SHA/SZX   	HO	1	HO1151/SHA/SZX//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.5
USED/FLOWN		SZX/SHA   	HO	1	HO1152/SZX/SHA//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:18.1
USED/FLOWN		SZX/SHA   	HO	1	HO1152/SZX/SHA//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.7
USED/FLOWN		HUZ/PVG   	HO	1	HO1012/HUZ/PVG//V/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:18.8
USED/FLOWN		SHA/BFJ   	HO	1	HO1095/SHA/BFJ//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.5
USED/FLOWN		SHA/SZX   	HO	1	HO1151/SHA/SZX//E/2016-05-15///USED/FLOWN	0	50	0	2016/5/15		2016/5/11			bipiao	13:17.5
USED/FLOWN		PVG/DLC   	HO	1	HO1165/PVG/DLC//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.4
USED/FLOWN		CTU/SHA   	HO	1	HO1120/CTU/SHA//E/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:18.7
USED/FLOWN		SHA/KMG   	HO	1	HO1099/SHA/KMG//R/2016-05-17///USED/FLOWN	0	50	0	2016/5/17		2016/5/11			bipiao	13:17.5
USED/FLOWN		SZX/SHA   	HO	1	HO1112/SZX/SHA//T/2016-05-18///USED/FLOWN	0	50	0	2016/5/18		2016/5/11			bipiao	13:17.4
USED/FLOWN		SHA/SZX   	HO	1	HO1201/SHA/SZX//A/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/11			bipiao	13:18.1
USED/FLOWN		SHA/SZX   	HO	1	HO1201/SHA/SZX//A/2016-05-12///USED/FLOWN	0	50	0	2016/5/12		2016/5/11			bipiao	13:17.3
USED/FLOWN		SHA/SZX   	HO	1	HO1201/SHA/SZX//E/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/11			bipiao	13:18.6
USED/FLOWN		NNG/SHA   	HO	1	HO1172/NNG/SHA//W/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.4
USED/FLOWN		PVG/HRB   	HO	1	HO1265/PVG/HRB//R/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/11			bipiao	13:14.4
USED/FLOWN		PVG/HRB   	HO	1	HO1167/PVG/HRB//R/2016-05-13///USED/FLOWN	0	50	0	2016/5/13		2016/5/11			bipiao	13:17.9
USED/FLOWN		NNG/PVG   	HO	1	HO1274/NNG/PVG//R/2016-05-14///USED/FLOWN	0	50	0	2016/5/14		2016/5/11			bipiao	13:18.5
USED/FLOWN		TPE/PVG   	HO	1	HO1310/TPE/PVG//K/2016-07-28///USED/FLOWN	0	50	0	2016/7/28		2016/7/15			bipiao	07:18.3
USED/FLOWN		TPE/PVG   	HO	1	HO1310/TPE/PVG//K/2016-07-28///USED/FLOWN	0	50	0	2016/7/28		2016/7/15			bipiao	31:23.8
USED/FLOWN		TPE/PVG   	HO	1	HO1310/TPE/PVG//K/2016-07-28///USED/FLOWN	0	50	0	2016/7/28		2016/7/15			bipiao	31:23.7
USED/FLOWN		TPE/PVG   	HO	1	HO1310/TPE/PVG//K/2016-07-28///USED/FLOWN	0	50	0	2016/7/28		2016/7/15			bipiao	07:18.4
USED/FLOWN		TPE/PVG   	HO	1	HO1310/TPE/PVG//K/2016-07-28///USED/FLOWN	0	50	0	2016/7/28		2016/7/15			bipiao	31:23.6
USED/FLOWN		TPE/PVG   	HO	1	HO1310/TPE/PVG//K/2016-07-28///USED/FLOWN	0	50	0	2016/7/28		2016/7/15			bipiao	31:23.7
USED/FLOWN		TPE/PVG   	HO	1	HO1310/TPE/PVG//K/2016-07-28///USED/FLOWN	0	50	0	2016/7/28		2016/7/15			bipiao	05:05.3
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//V/2016-07-31///USED/FLOWN	0	50	0	2016/7/31		2016/7/15			bipiao	05:01.0
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//V/2016-07-31///USED/FLOWN	0	50	0	2016/7/31		2016/7/15			bipiao	05:01.0
USED/FLOWN		PVG/TPE   	HO	1	HO1309/PVG/TPE//R/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/16			bipiao	31:26.0
USED/FLOWN		MFM/PVG   	HO	1	HO1296/MFM/PVG//K/2016-07-26///USED/FLOWN	0	50	0	2016/7/26		2016/7/16			bipiao	31:29.8
USED/FLOWN		MFM/PVG   	HO	1	HO1296/MFM/PVG//K/2016-07-26///USED/FLOWN	0	50	0	2016/7/26		2016/7/16			bipiao	31:29.9
USED/FLOWN		PVG/HKG   	HO	1	HO1305/PVG/HKG//Q/2016-07-25///USED/FLOWN	0	50	0	2016/7/25		2016/7/16			bipiao	31:30.0
USED/FLOWN		PVG/HKG   	HO	1	HO1305/PVG/HKG//Q/2016-07-25///USED/FLOWN	0	50	0	2016/7/25		2016/7/16			bipiao	31:30.0
USED/FLOWN		PVG/HKG   	HO	1	HO1305/PVG/HKG//Q/2016-07-25///USED/FLOWN	0	50	0	2016/7/25		2016/7/16			bipiao	31:30.0
USED/FLOWN		PVG/MFM   	HO	1	HO1295/PVG/MFM//K/2016-07-29///USED/FLOWN	0	50	0	2016/7/29		2016/7/16			bipiao	31:49.4
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//R/2016-07-29///USED/FLOWN	0	50	0	2016/7/29		2016/7/16			bipiao	31:45.8
USED/FLOWN		PVG/HKG   	HO	1	HO1305/PVG/HKG//K/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/17			bipiao	16:02.0
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//R/2016-07-29///USED/FLOWN	0	50	0	2016/7/29		2016/7/17			bipiao	31:46.5
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//V/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/17			bipiao	15:41.8
USED/FLOWN		BKK/PVG   	HO	1	HO1352/BKK/PVG//R/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/17			bipiao	05:03.8
USED/FLOWN		BKK/PVG   	HO	1	HO1352/BKK/PVG//R/2016-07-25///USED/FLOWN	0	50	0	2016/7/25		2016/7/17			bipiao	05:07.9
USED/FLOWN		BKK/PVG   	HO	1	HO1352/BKK/PVG//R/2016-07-25///USED/FLOWN	0	50	0	2016/7/25		2016/7/17			bipiao	05:08.0
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//W/2016-07-25///USED/FLOWN	0	50	0	2016/7/25		2016/7/17			bipiao	07:25.8
USED/FLOWN		PVG/HND   	HO	1	HO1385/PVG/HND//R/2016-07-26///USED/FLOWN	0	50	0	2016/7/26		2016/7/17			bipiao	09:39.7
USED/FLOWN		BKK/PVG   	HO	1	HO1358/BKK/PVG//R/2016-07-30///USED/FLOWN	0	50	0	2016/7/30		2016/7/18			bipiao	05:13.9
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//R/2016-07-29///USED/FLOWN	0	50	0	2016/7/29		2016/7/18			bipiao	05:15.0
USED/FLOWN		HKG/PVG   	HO	1	HO1306/HKG/PVG//R/2016-07-29///USED/FLOWN	0	50	0	2016/7/29		2016/7/18			bipiao	05:15.1
USED/FLOWN		MFM/PVG   	HO	1	HO1296/MFM/PVG//H/2016-07-31///USED/FLOWN	0	50	0	2016/7/31		2016/7/18			bipiao	05:19.1
USED/FLOWN		PVG/HKG   	HO	1	HO1305/PVG/HKG//K/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/18			bipiao	05:21.1
USED/FLOWN		PVG/HKG   	HO	1	HO1305/PVG/HKG//K/2016-07-24///USED/FLOWN	0	50	0	2016/7/24		2016/7/18			bipiao	05:21.0
