,0,1,2,3,4,5,6,7
0,区域,项目名称,建设地点,工程类别,有效期,卸点信息,排放量,车辆
164,宝山,上海三毛国际网购生活广场仓库改建工程,蕴川路6号,一般工程-商办楼宇,2011-06-07-2011-09-30,罗泾公园绿化工程|川纪路到底西北侧、浦江1号门边,500,1
165,宝山,威华路(友谊路至辅道1)道路新建工程,威华路(友谊路至辅道1),一般工程-商办楼宇,2013-06-04-2013-09-30,祁军石料场废石块再生利用|锦南路80号,600,4
166,宝山,炼钢厂渣场作业区浊环水系统改造,水产路1269号,一般工程-商办楼宇,2012-05-23-2012-06-15,园区A8新媒体项目场地平整|山茶路近金勺路口,600,4
167,宝山,长江路长江西路中修项目,长江路长江西路段,一般工程-商办楼宇,2013-03-29-2013-08-31,祁军石料场废石块再生利用|锦南路80号,660,10
168,宝山,电台路西姚河桥整治工程,电台路顾太路口,一般工程-商办楼宇,2012-06-04-2012-07-31,申鸥泥浆中转码头（泥）|江杨南路2951号,660,3
169,宝山,上海建峰职业技术学院学生公寓修缮工程,牡丹江路1895号,一般工程-商办楼宇,2015-07-29-2015-08-31,立及泰和路码头（干）|泰和路1810号,700,1
170,宝山,沪太路南蕰藻路交通改善工程,沪太路，南蕰藻路,一般工程-商办楼宇,2015-09-14-2015-11-30,联谊路渣土转运码头（干）|联谊路31号,800,1
171,宝山,上海市行知实验中学校舍修缮,行知路180号,一般工程-商办楼宇,2015-09-10-2015-09-30,立及泰和路码头（干）|泰和路1810号,800,1
172,宝山,高迎路道路新建工程,高迎路(一二八纪念路至共康东路北KO+120),一般工程-商办楼宇,2011-12-21-2012-03-31,园区朱家角生产队场地平整|罗宁路东侧、朱家角生产队,800,7
173,宝山,长江西路越江隧道T2标房屋拆除工程,长江路41号,一般工程-商办楼宇,2011-05-10-2011-09-30,罗泾公园绿化工程|川纪路到底西北侧、浦江1号门边,800,1
174,宝山,海淞公司办公楼拆除项目,联丰路8号,一般工程-商办楼宇,2011-04-11-2011-07-31,太平洋电机项目场地平整|罗东路西侧、金石路北侧,800,20
175,宝山,真北路（汶水路-区界）中修工程,真北路（汶水路-区界）,一般工程-商办楼宇,2014-09-17-2014-12-31,锦南路80号废石料再生利用|锦南路80号,900,25
176,宝山,淞发路528号旧房拆除工程,淞发路528,一般工程-商办楼宇,2014-12-11-2014-12-31,立及泰和路码头（干）|泰和路1810号,900,1
177,宝山,宝房商务中心房屋拆除工程,盘古路572号,一般工程-商办楼宇,2011-10-09-2011-12-31,宝钢厂区内场地平整|宝钢厂内(纬五路东侧.经五路北侧),900,1
178,宝山,2014年工程性小改小革改善交通拥堵结点工程一标,场北路段,一般工程-商办楼宇,2015-02-16-2015-05-31,联谊路渣土转运码头（干）|联谊路31号,974,12
179,宝山,吴淞大桥引桥抢修工程,逸仙路，长江西路，江杨南路段,一般工程-商办楼宇,2016-04-25-2016-05-30,联谊路渣土转运码头（干）|联谊路31号,1000,2
180,宝山,2015年工程性小改小革改善交通拥堵结点工程,逸仙路、沪太路段,一般工程-商办楼宇,2016-01-15-2016-03-31,联谊路渣土转运码头（干）|联谊路31号,1000,2
181,宝山,宝山区广育小学旧校舍拆除工程,宝林路303号,一般工程-商办楼宇,2015-11-24-2015-12-31,宝钢铁山路渣土码头（干）|铁山路2号,1000,13
182,宝山,市一宝山分院（吴淞中心医院）2号住院楼大修工程,同泰北路101号,一般工程-商办楼宇,2015-08-19-2015-09-30,立及泰和路码头（干）|泰和路1810号,1000,1
183,宝山,长江南路101号拆房工程,长江南路101号,一般工程-商办楼宇,2015-02-05-2015-03-08,立及泰和路码头（干）|泰和路1810号,1000,1
184,宝山,联丰路通道整治工程,联丰路段,一般工程-商办楼宇,2014-10-22-2014-12-31,锦南路80号废石料再生利用|锦南路80号,1000,25
185,宝山,呼玛三村通道整治工程,呼玛三村,一般工程-商办楼宇,2014-10-22-2014-12-31,锦南路80号废石料再生利用|锦南路80号,1000,25
186,宝山,通河路(呼兰路-规划路)道路整治工程,通河路(呼兰路-规划路),一般工程-商办楼宇,2014-10-29-2014-12-31,锦南路80号废石料再生利用|锦南路80号,1000,25
187,宝山,陈广路（宝安公路-锦秋路）道路整治工程,陈广路,一般工程-商办楼宇,2014-09-17-2014-12-31,锦南路80号废石料再生利用|锦南路80号,1000,25
188,宝山,新建永清路小学文体楼,永清路152号,一般工程-商办楼宇,2014-09-15-2014-10-31,四方村园林改建二期工程|罗北路以南、集贤路以西、罗溪路以东,1000,13
189,宝山,上海纺发纪蕴仓库新建调整项目2标,纪蕴路588号,一般工程-商办楼宇,2014-04-24-2014-05-31,美兰湖高尔夫俱乐部北森林重建改造工程|月罗公路南，潘泾路西，抚远路东,1000,27
190,宝山,第三人民医院原传染科，放疗科拆房工程,漠河路280号,一般工程-商办楼宇,2014-02-17-2014-03-31,罗店镇繁荣村吹罗角地块场地平整|月罗公路，繁荣路向南300米处,1000,25
191,宝山,西干线改造工程WT1.5标(余)支管土建工程(二),场中路、湄星路、锦乐路段,一般工程-商办楼宇,2013-06-05-2013-07-30,天平村八房宅地块平整|潘泾路东侧、罗北路南侧天平村,1000,3
192,宝山,宝山区教育局早教中心项目,宝山七村内,一般工程-商办楼宇,2013-05-29-2013-06-30,四方村苏宅生产队回填项目|罗北路以北、集贤路以西,1000,21
193,宝山,规划四路道路新建工程一、二标,规划四路(淞宝路至化成路),一般工程-商办楼宇,2012-11-26-2012-12-31,上海罗泾港配套产业园场地平整|潘川路北侧、北蕴川路西侧宝丰村,1000,8
194,宝山,四季绿城沿线公建项目,新二路.一二八纪念路,一般工程-商办楼宇,2011-06-08-2011-09-30,罗泾公园绿化工程|川纪路到底西北侧、浦江1号门边,1000,21
195,宝山,2015年公交港湾式停靠站改造工程,水产路松兰路口,一般工程-商办楼宇,2015-09-14-2015-11-30,联谊路渣土转运码头（干）|联谊路31号,1295,1
196,宝山,上海市灵石小学总体改造工程,盛桥一村80号,一般工程-商办楼宇,2016-03-17-2016-05-30,联谊路渣土转运码头（干）|联谊路31号,1400,6
197,宝山,友谊路(同济路-牡丹江路)道路渠化改造工程,友谊路(同济路-牡丹江路),一般工程-商办楼宇,2014-10-22-2014-12-31,锦南路80号废石料再生利用|锦南路80号,1500,25
198,宝山,上港集团宝山防汛江堤后平台拆除工程,牡丹江路1875号,一般工程-商办楼宇,2012-10-17-2012-11-30,园区和平村绿化带项目|潘泾路东侧、枫叶路西侧,1500,12
199,宝山,顾北东路(潘泾路至富长路)中修工程,顾北东路(潘泾路至富长路),一般工程-商办楼宇,2011-10-19-2011-12-31,高尔夫球场场地改造|潘泾路西、杨南路北侧(美兰湖南湖泊工地),1500,12
